[3.82s -> 47.10s]  МУЗЫКАЛЬНАЯ ЗАСТАВКА
[3236.26s -> 3241.26s]  Меня сегодня ты не жди домой
[3241.26s -> 3244.26s]  А на часах ноль-ноль
[3249.00s -> 3260.16s]  А на часах ноль-ноль
[3261.16s -> 3264.16s]  Старше ноль-ноль ты пришел мой день
[3265.16s -> 3268.16s]  А значит надо бы собрать друзей
[3269.16s -> 3273.16s]  Меня сегодня ты не жди и домой
[3274.16s -> 3276.16s]  А на часах ноль-ноль
[3277.16s -> 3280.16s]  Я старше ноль-ноль ты пришел мой день
[3280.16s -> 3284.16s]  А значит надо бы собрать друзей
[3285.16s -> 3289.16s]  Меня сегодня ты не жди и домой
[3290.16s -> 3292.16s]  А на часах ноль-ноль
