[0.43s -> 11.07s]  МУЗЫКАЛЬНАЯ ЗАСТАВКА
[2391.49s -> 2393.49s]  Это испытание
[2393.49s -> 2395.49s]  Но испытание получается
[2395.49s -> 2397.49s]  Ради каких-то вещей
[2397.49s -> 2399.49s]  Которые связаны со мной
[2399.49s -> 2401.49s]  Огромное вам спасибо за это
[2401.49s -> 2403.49s]  Вам спасибо
[2403.49s -> 2405.49s]  Иногда, друзья
[2405.49s -> 2407.49s]  Нужна жертва
[2407.49s -> 2409.49s]  Это такое дело
[2409.49s -> 2411.49s]  Но зато
[2411.49s -> 2413.49s]  Что ты получаешь
[2413.49s -> 2415.49s]  Настоящий просто
[2415.49s -> 2417.49s]  Открытку
[2417.49s -> 2419.49s]  И палочку, которая будет просто везде
[2419.49s -> 2421.49s]  Тебе будет напоминать
[2421.49s -> 2423.49s]  О том, каких ты получил
[2423.49s -> 2425.49s]  Это все вам
[2425.49s -> 2427.49s]  А эта палочка может работать
[2427.49s -> 2429.49s]  На очень большом радиусе очень долго
[2429.49s -> 2431.49s]  Это вам
[2431.49s -> 2433.49s]  И С Новым Годом
[2433.49s -> 2435.49s]  Спасибо вам большое
[2435.49s -> 2437.49s]  Анастасия
[2437.49s -> 2439.49s]  Анисмета, друзья
[2439.49s -> 2441.49s]  Есть
[2441.49s -> 2443.49s]  Это шоу
[2443.49s -> 2445.49s]  Аукцион
[2445.49s -> 2447.49s]  Итак, дорогие, поделитесь, пожалуйста
[2447.49s -> 2449.49s]  Вашими впечатлениями
[2449.49s -> 2451.49s]  Насколько вы сегодня были удивлены
[2451.49s -> 2453.49s]  Шокированы, может, что-нибудь еще
[2453.49s -> 2455.49s]  Вы знаете, я вообще никуда
[2455.49s -> 2457.49s]  Не хожу ни на какие
[2457.49s -> 2459.49s]  Программы или очень избирательно
[2459.49s -> 2461.49s]  Хожу, потому что
[2461.49s -> 2463.49s]  Большинство из того, что я сегодня
[2463.49s -> 2465.49s]  Вижу мне
[2465.49s -> 2467.49s]  Его, скажем мягко, совсем не по нраву
[2467.49s -> 2469.49s]  Но вот это вот
[2469.49s -> 2471.49s]  Ваше шоу
[2471.49s -> 2473.49s]  Оно, конечно, достаточно
[2473.49s -> 2475.49s]  Увлекательное
[2475.49s -> 2477.49s]  И скажу больше
[2477.49s -> 2479.49s]  Что это произошло все спонтанно
[2479.49s -> 2481.49s]  Я сегодня отдыхала, лежала
[2481.49s -> 2483.49s]  И решила провести этот день
[2483.49s -> 2485.49s]  Вот для себя, просто у себя в постели
[2485.49s -> 2487.49s]  Смотря свои любимые фильмы какие-то
[2487.49s -> 2489.49s]  И позвонили в последнюю секунду
[2489.49s -> 2491.49s]  И пригласили
[2491.49s -> 2493.49s]  Показали
[2493.49s -> 2495.49s]  И быстро собралась, приехала сюда
[2495.49s -> 2497.49s]  И совершенно не пожалела
[2497.49s -> 2499.49s]  Потому что действительно
[2499.49s -> 2501.49s]  Я получила громадное удовольствие
[2501.49s -> 2503.49s]  От вас лично
[2503.49s -> 2505.49s]  От всей съемочной группы
[2505.49s -> 2507.49s]  Спасибо большое
[2507.49s -> 2509.49s]  Спасибо большое, друзья
[2509.49s -> 2511.49s]  Спасибо большое
[2511.49s -> 2513.49s]  Нам невероятно приятно, что вам понравилось
[2513.49s -> 2515.49s]  Я думаю, что всем гостям
[2515.49s -> 2517.49s]  И все сегодня ни в коем случае не уйдут обделенными
[2517.49s -> 2519.49s]  Это шоу-аукцион, друзья
[2519.49s -> 2521.49s]  Еще раз всех
[2521.49s -> 2523.49s]  С новым годом и всего самого-самого-самого крутого
[2523.49s -> 2525.49s]  Бенганские огни всем
[2527.49s -> 2529.49s]  Ну вот и наступает
[2529.49s -> 2531.49s]  2022 год
[2531.49s -> 2533.49s]  Кто бы мог подумать
[2533.49s -> 2535.49s]  Ровно 10 лет назад нам сказали, что все, финал
[2535.49s -> 2537.49s]  Дальше же не будет ничего пропасть
[2537.49s -> 2539.49s]  Но мы живем, мы живы
[2539.49s -> 2541.49s]  Поэтому я хотел бы пожелать, чтобы вы ржали над собой
[2541.49s -> 2543.49s]  Ржали друг надружкой
[2543.49s -> 2545.49s]  Живите здесь сейчас, жизнь одна
[2545.49s -> 2547.49s]  Кайфуйте
[2547.49s -> 2549.49s]  Это шоу-аукцион
[2549.49s -> 2551.49s]  Да, да, да
[2551.49s -> 2553.49s]  У нас сегодня в гостях замечательная, поразительная
[2553.49s -> 2555.49s]  Наргиз
[2555.49s -> 2557.49s]  И я ее ведущий, Игорь Чехов
[2557.49s -> 2559.49s]  Я целую ваши мысли
[2559.49s -> 2561.49s]  С новым годом
