[0.00s -> 3.88s]  МУЗЫКАЛЬНАЯ ЗАСТАВКА
[2514.25s -> 2516.25s]  По-моему, Алексей хочет взять паузу.
[2516.25s -> 2518.25s]  Тяжело ему приходится.
[2520.25s -> 2522.25s]  Прямо из Испании он прибыл
[2522.25s -> 2524.25s]  на это сражение.
[2524.25s -> 2526.25s]  Не уверен я, что он рад
[2526.25s -> 2528.25s]  этому факту.
[2528.25s -> 2530.25s]  Вот посмотрите, кстати, двойка
[2530.25s -> 2532.25s]  в исполнении Алексея Панина.
[2532.25s -> 2534.25s]  Возможно, это была последняя двойка, поскольку
[2534.25s -> 2536.25s]  сразу после этого пропускает кукой, летит
[2536.25s -> 2538.25s]  на пол.
[2538.25s -> 2540.25s]  Да, один из самых неконкурентных
[2540.25s -> 2542.25s]  боев, которые мы с вами наблюдали.
[2542.25s -> 2544.25s]  Не только необычных, но и не конкурентных.
[2544.25s -> 2546.25s]  Серьезно к нему относиться сложно.
[2546.25s -> 2548.25s]  Но у нас там отчет до концовки первого раунда.
[2548.25s -> 2550.25s]  Судя по всему, второй будет.
[2550.25s -> 2552.25s]  И это главный сюрприз для меня.
[2580.07s -> 2582.07s]  Готовимся ко второму раунду.
[2582.07s -> 2584.07s]  Я не уверен, что здесь действительно что-то изменится.
[2584.07s -> 2586.07s]  Слишком велико раздается
[2586.07s -> 2588.07s]  и в силе, и в каком-никаком
[2588.07s -> 2590.07s]  скупоте с люди, потому что мы видим.
[2590.07s -> 2592.07s]  Ждем продолжения
[2592.07s -> 2594.07s]  первого раунда. Тот же сценарий.
[2594.07s -> 2596.07s]  Мне кажется, уникальный случай,
[2596.07s -> 2598.07s]  когда у Алексея Панина нокдаунов
[2598.07s -> 2600.07s]  больше, чем ударов, которые он выбросил.
[2600.07s -> 2602.07s]  Да, как у Хамзета Чимаева
[2602.07s -> 2604.07s]  в UFC.
[2604.07s -> 2606.07s]  Больше выигранных боев, чем пропущенных ударов.
[2606.07s -> 2608.07s]  Четыре к двум. Здесь точно так же нокдаунов
[2608.07s -> 2610.07s]  больше, чем попаданий от преснякова.
[2612.07s -> 2614.07s]  Здорово ушел от попадания Алексея Панина.
[2614.07s -> 2616.07s]  Снова, правда, пропускает.
[2616.07s -> 2618.07s]  Удержался на ногах.
[2618.07s -> 2620.07s]  Он очень боится.
[2620.07s -> 2622.07s]  Смотрите, как он шугается.
[2622.07s -> 2624.07s]  Я думаю, что речь идет о недостатке опыта.
[2624.07s -> 2626.07s]  И человек просто очень сильно переживает,
[2626.07s -> 2628.07s]  что следующий удар будет последним.
[2628.07s -> 2630.07s]  И шугается, его штормит еще до того,
[2630.07s -> 2632.07s]  как реально попадет Никита.
[2632.07s -> 2634.07s]  Неужели встанет Алексей Панин?
[2634.07s -> 2636.07s]  Из последних сил он собирается.
[2638.07s -> 2640.07s]  Две секунды остается. Отчет закончен.
[2640.07s -> 2642.07s]  И все. Дмитрий Валуевич
[2642.07s -> 2644.07s]  сигнализирует об окончании поединка.
[2644.07s -> 2650.78s]  Накануне.
[2675.21s -> 2677.21s]  А в этом бою нокаутом
[2677.21s -> 2679.21s]  во втором раунде
[2679.21s -> 2681.21s]  победу одерживает Никита Пресняков!
[2681.21s -> 2683.21s]  Поздравляем аплодисменты!
[2687.22s -> 2689.22s]  Никита, тебе слово.
[2689.22s -> 2691.22s]  Что хочешь сказать? Все-таки первый раз выходил в клетку.
[2691.22s -> 2693.22s]  Какие эмоции испытываешь?
[2693.22s -> 2695.22s]  Понравился ли тебе этот опыт?
[2695.22s -> 2697.22s]  Понравился.
[2697.22s -> 2699.22s]  Но что-то я не ожидал,
[2699.22s -> 2701.22s]  что настолько как-то легко все пройдет.
[2701.22s -> 2703.22s]  Я готовился прямо к какому-то поединку.
[2703.22s -> 2705.22s]  Учитывая, что это первый опыт,
[2705.22s -> 2707.22s]  поэтому я прямо
[2707.22s -> 2709.22s]  готовился весь свой максимум этих трех дней.
[2709.22s -> 2711.22s]  Я прямо не спал. Так, все.
[2711.22s -> 2713.22s]  Я буду то-то, то-то делать.
[2713.22s -> 2715.22s]  Я хочу тебе сказать, что на это было
[2715.22s -> 2717.22s]  смотреть интересно. Особенно на твой напор.
[2717.22s -> 2719.22s]  Я тебя еще раз поздравляю.
[2719.22s -> 2721.22s]  Ты красавчик. Ждем тебя в клетке нашего дела.
[2721.22s -> 2723.22s]  Но сначала хочу, чтобы ты пришел
[2723.22s -> 2725.22s]  на ток-шоу и поделился эмоциями там.
[2725.22s -> 2727.22s]  Спасибо, Никита. Все счастливо.
[2727.22s -> 2729.22s]  Аплодисменты победителю!
[2729.22s -> 2731.22s]  Е-мое!
[2731.22s -> 2733.22s]  Алексей, ну вам слово. Что пошло не так?
[2733.22s -> 2735.22s]  Потому что мне показалось в моменте, что
[2735.22s -> 2737.22s]  шлем мешал. Либо уже желания драться не было.
[2737.22s -> 2739.22s]  Потому что падения были прям...
[2739.22s -> 2741.22s]  Я сейчас занимался своими зубами,
[2741.22s -> 2743.22s]  поэтому я не особо слышал, что говорил
[2743.22s -> 2745.22s]  Никита драться.
[2745.22s -> 2747.22s]  Он говорил, что дал тебе *****, извини, за выражение.
[2747.22s -> 2749.22s]  Я первый раз на ринге.
[2749.22s -> 2751.22s]  Я сделал то, что я мог.
[2751.22s -> 2755.30s]  Спасибо.
[2755.30s -> 2757.30s]  Короче, Леш, в этой игре ты проиграл.
[2757.30s -> 2759.30s]  Не твое это.
[2759.30s -> 2761.30s]  Сейчас меня больше забудут зубы.
[2761.30s -> 2763.30s]  Хорошо, и можно разбирать на их зубах.
[2763.30s -> 2765.30s]  Да, мы продолжим.
[2765.30s -> 2767.30s]  Вы еще сказали, что вам жалко было.
[2767.30s -> 2769.30s]  Что ему было больно.
[2769.30s -> 2771.30s]  А вы не думаете, что это
[2771.30s -> 2773.30s]  такая актерская игра была?
[2773.30s -> 2775.30s]  Он как-никак опытный актер.
[2775.30s -> 2777.30s]  Во-первых, что-то у него с лицом.
[2777.30s -> 2779.30s]  Как будто бы он вчера бухал очень сильно.
[2779.30s -> 2781.30s]  Не, я не думаю, что он падал специально.
[2781.30s -> 2783.30s]  Я думаю, зачем ему?
[2783.30s -> 2785.30s]  Он же не настолько долбой.
[2785.30s -> 2787.30s]  Давайте уберем профессиональных бойцов.
[2787.30s -> 2789.30s]  Пускай они долбятся.
[2789.30s -> 2791.30s]  А мы будем приглашенные guest star.
[2791.30s -> 2793.30s]  Приглашенные звезды.
[2793.30s -> 2795.30s]  Которые живут по своим правилам
[2795.30s -> 2797.30s]  в этом проекте.
[2797.30s -> 2799.30s]  Продюсеры не захотели этого сделать.
[2801.30s -> 2803.30s]  Я думаю, можно переходить к следующей паре.
[2803.30s -> 2805.30s]  Вот тут сейчас точно будет жарко.
[2805.30s -> 2807.30s]  Да, а кто у нас первый выходит?
[2807.30s -> 2809.30s]  Это крутейший бой.
[2809.30s -> 2811.30s]  Подожди, я хотел позвать
[2811.30s -> 2813.30s]  к нам в клетку.
[2813.30s -> 2815.30s]  У нас сегодня гость интересный.
[2815.30s -> 2817.30s]  Эдгар Запашный.
[2817.30s -> 2819.30s]  Эдгар, можно тебя в клетку ненадолго?
[2819.30s -> 2822.94s]  Аплодисменты, друзья!
[2822.94s -> 2824.94s]  Эдгар, я рад тебя видеть.
[2824.94s -> 2826.94s]  Ты часто приходишь к нам на бои,
[2826.94s -> 2828.94s]  но всегда остаешься за кадром.
[2828.94s -> 2830.94s]  Сегодня ты в клетке,
[2830.94s -> 2832.94s]  и у меня к тебе предложение.
[2832.94s -> 2834.94s]  Сразу с разбега.
[2834.94s -> 2836.94s]  Слушай, у нас часто теперь
[2836.94s -> 2838.94s]  дерутся артисты.
[2838.94s -> 2840.94s]  Скажи, пожалуйста,
[2840.94s -> 2842.94s]  когда ты видишь, как у нас дерутся
[2842.94s -> 2844.94s]  актеры, музыканты,
[2844.94s -> 2846.94s]  нет у тебя самого желания выйти в клетку
[2846.94s -> 2848.94s]  нашего дела?
[2848.94s -> 2850.94s]  Мне 34.
[2850.94s -> 2852.94s]  В 2007 году
[2852.94s -> 2854.94s]  я с группой товарищей
[2854.94s -> 2856.94s]  был первопроходимцем
[2856.94s -> 2858.94s]  таких боев на Первом канале.
[2858.94s -> 2860.94s]  Мы дрались, и теперь это
[2860.94s -> 2862.94s]  стало хайпом и мейнстримом.
[2862.94s -> 2864.94s]  Своих 8 боев
[2864.94s -> 2866.94s]  я уже провел.
[2866.94s -> 2868.94s]  Я получил удовольствие
[2868.94s -> 2870.94s]  от того, что хорошие парни
[2870.94s -> 2872.94s]  не боятся друг другу бросать вызов
[2872.94s -> 2874.94s]  и, главное, принимать.
[2874.94s -> 2876.94s]  Потому что любой человек, который выходит в эту клетку,
[2876.94s -> 2878.94s]  это мужик.
[2878.94s -> 2880.94s]  Хорошо. Эдгар, тогда такой вопрос.
[2880.94s -> 2882.94s]  Какую пару ты бы хотел увидеть в этой клетке?
[2882.94s -> 2884.94s]  Ты знаешь очень много медийных...
[2884.94s -> 2886.94s]  Может быть, это будет новая школа и старая школа.
[2886.94s -> 2888.94s]  Есть какая-то пара,
[2888.94s -> 2890.94s]  которую вы хотели бы увидеть?
[2890.94s -> 2892.94s]  Любых двух бойцов КВН
[2892.94s -> 2894.94s]  против Аншлага.
[2894.94s -> 2896.94s]  Это классно.
[2896.94s -> 2898.94s]  Маслякову тогда звоним, Маслякову делаем бой.
[2898.94s -> 2900.94s]  Масляков и Пресняков.
[2900.94s -> 2902.94s]  80 лет, Сань.
[2902.94s -> 2904.94s]  Младший. Младший Масляков
[2904.94s -> 2906.94s]  и младший Пресняков.
[2906.94s -> 2908.94s]  Это будет интересно.
[2908.94s -> 2910.94s]  Хорошие? Все?
[2910.94s -> 2912.94s]  Будем обдумывать.
[2912.94s -> 2914.94s]  Я думаю, это будет интересно. Эдгар, еще раз спасибо.
[2914.94s -> 2916.94s]  Мы тебя ждем всегда на боях. Мне приятно, что ты приходишь.
[2916.94s -> 2918.94s]  Спасибо. Аплодисменты, Эдгару.
[2920.94s -> 2922.94s]  Теперь перейдем...
[2922.94s -> 2924.94s]  Теперь перейдем, но прежде я хотел сказать спасибо
[2924.94s -> 2926.94s]  нашим друзьям из компании
[2926.94s -> 2928.94s]  Inside People.
[2928.94s -> 2930.94s]  Мы теперь работаем вместе.
[2930.94s -> 2932.94s]  И я в том числе работаю в Inside.
[2932.94s -> 2934.94s]  И Саня тоже.
[2934.94s -> 2936.94s]  Так что, если ты хочешь стать крутым блогером,
[2936.94s -> 2938.94s]  музыкантом, артистом,
[2938.94s -> 2940.94s]  переходи по ссылке
[2940.94s -> 2942.94s]  в описании в Inside People.
[2942.94s -> 2944.94s]  Тебя научат всему.
[2944.94s -> 2946.94s]  Вам предоставят огромнейшую команду условий
[2946.94s -> 2948.94s]  для того, чтобы вы просто росли и развивались.
[2948.94s -> 2950.94s]  Поэтому все ссылочки в закрепленном комментарии
[2950.94s -> 2952.94s]  переходите и двигайтесь вместе с нами.
[2952.94s -> 2954.94s]  Скажите, пожалуйста,
[2954.94s -> 2956.94s]  какое самое интересное дело
[2956.94s -> 2958.94s]  в этом... того?
[2960.94s -> 2962.94s]  А именно чего?
[2962.94s -> 2964.94s]  А подраться бы вы не хотели?
[2964.94s -> 2966.94s]  Ну, вы знаете, я сам в молодости был спортсменом,
[2966.94s -> 2968.94s]  кандидат в мастере спорта. Но, к сожалению, уже
[2968.94s -> 2970.94s]  33 года я риск бросить в спорт.
[2970.94s -> 2972.94s]  Но почему? Я же через вашу программу
[2972.94s -> 2974.94s]  Соловьева позвал.
[2974.94s -> 2976.94s]  Он же себя представляет, что какой он крутой
[2976.94s -> 2978.94s]  спортсмен, каратист.
[2978.94s -> 2980.94s]  Вы же, наверное, обращаете внимание,
[2980.94s -> 2982.94s]  он поднимает колеса, там такие мусорные контейнеры,
[2982.94s -> 2984.94s]  камни.
[2984.94s -> 2986.94s]  Один раз мне прекрасно
[2986.94s -> 2988.94s]  задавали вопрос, говорит, вот, смотри,
[2988.94s -> 2990.94s]  Соловьев такой груз поднимает.
[2990.94s -> 2992.94s]  Ты можешь это поднять? Я говорю, я же не эшак,
[2992.94s -> 2994.94s]  чтобы груз поднять. Груз поднимать эшак
[2994.94s -> 2996.94s]  не спортсмен.
[2996.94s -> 2998.94s]  А теперь бой
[2998.94s -> 3000.94s]  вечера, бой тяжеловесов.
[3000.94s -> 3002.94s]  Жаришка, я ждал твоего.
[3002.94s -> 3004.94s]  Вообще, бои тяжеловесов, если честно,
[3004.94s -> 3006.94s]  это мои самые любимые бои, потому что здесь
[3006.94s -> 3008.94s]  такие колотушки прилетают.
[3008.94s -> 3010.94s]  А первым в октагон выйдет боец, который некогда
[3010.94s -> 3012.94s]  гремел на телевидении и был всеобщим
[3012.94s -> 3014.94s]  любимчиком. Устанавливал
[3014.94s -> 3016.94s]  рекорд за рекордом, которых уже
[3016.94s -> 3018.94s]  не счесть. Я представляю
[3018.94s -> 3020.94s]  Брюса Хлебникова.
[3020.94s -> 3022.94s]  Парня, который вызвал
[3022.94s -> 3024.94s]  Рева Заверлошвили в эту клетку.
[3024.94s -> 3026.94s]  Синий угол приглашается. Брюс
[3026.94s -> 3028.94s]  Хлебников. Встречаем.
[3060.68s -> 3062.68s]  Пожелаем Брюса удачи.
[3062.68s -> 3064.68s]  А его соперник – один из самых
[3064.68s -> 3066.68s]  колоритных юнитов
[3066.68s -> 3068.68s]  не только промоушена «Наше дело»,
[3068.68s -> 3070.68s]  но и всего по ПММА.
[3070.68s -> 3072.68s]  Он шел из серии из трех побед до
[3072.68s -> 3074.68s]  последнего боя, где обидно проиграл
[3074.68s -> 3076.68s]  очень сильному сопернику. И вот
[3076.68s -> 3078.68s]  ему выдался шанс реабилитироваться.
[3078.68s -> 3080.68s]  И он его использует по максимуму.
[3080.68s -> 3082.68s]  Друзья, встречайте!
[3082.68s -> 3084.68s]  Рева Заверлошвили по прозвищу
[3084.68s -> 3086.68s]  «Черный танк», «Красный угол».
[3086.68s -> 3120.65s]  Встречаем.
[3120.65s -> 3122.65s]  Приветствую тебя. Ребята,
[3122.65s -> 3124.65s]  это будет по-настоящему круто. Я
[3124.65s -> 3126.65s]  уже чувствую. Сейчас будет искра лететь, Сань.
[3126.65s -> 3128.65s]  Ну что, рефери в актегории
[3128.65s -> 3130.65s]  Дмитрий Валуевич.
[3130.65s -> 3134.34s]  Парни, правила знаете. Внимательно
[3134.34s -> 3136.34s]  слушаем мою команду. У вас три раунда по две минуты.
[3136.34s -> 3138.34s]  Мне нужен красивый главный честный бой. Руки
[3138.34s -> 3140.34s]  пожали по углам.
[3140.34s -> 3159.34s]  Ну что ж, главное
[3159.34s -> 3161.34s]  событие вечера.
[3161.34s -> 3163.34s]  Брюс Хлебников, я думаю, что на рекордах
[3163.34s -> 3165.34s]  которого очень многие из тех, кто сейчас
[3165.34s -> 3167.34s]  смотрят, выросли. Ну и, естественно, Рева
[3167.34s -> 3169.34s]  Заверлошвили – один из самых колоритных
[3169.34s -> 3171.34s]  персонажей в «Поп ММА».
[3171.34s -> 3173.34s]  Но, кстати, будет по правилам бокс у нас.
[3173.34s -> 3175.34s]  А я напоминаю, что вы можете
[3175.34s -> 3177.34s]  получить максимум выгоды с кэшбэком от
[3177.34s -> 3179.34s]  нашего титульного спонсора Винлайн. Делаем ставки
[3179.34s -> 3181.34s]  на любовь от спорта, твой кэшбэк будет расти каждый
[3181.34s -> 3183.34s]  день. Регистрируйтесь по ссылке в
[3183.34s -> 3185.34s]  закрепленном комментарии с промокодом «Делай
[3185.34s -> 3187.34s]  ставки каждый день» и получай кэшбэк до десяти процентов.
[3187.34s -> 3189.34s]  И вот только-только мы сейчас и начинаем.
[3189.34s -> 3191.34s]  Да, было попадание
[3191.34s -> 3193.34s]  в глаза Брюса Хлебникова, но
[3193.34s -> 3195.34s]  Ревас восстановился, восстановился довольно
[3195.34s -> 3197.34s]  быстро, и сейчас пытается на GBA
[3197.34s -> 3199.34s]  соперника держать. Наверное, можно назвать
[3199.34s -> 3201.34s]  Брюса представителем силовых видов спорта, но он не теряется.
[3201.34s -> 3203.34s]  Он, смотри, он двойки пытается накидывать.
[3203.34s -> 3205.34s]  Опять попадание в глаз, и у ребят
[3205.34s -> 3207.34s]  конфликт.
[3207.34s -> 3211.16s]  Ух ты, как беспощадно
[3211.16s -> 3213.16s]  пошел Ревас Верлашмилина
[3213.16s -> 3215.16s]  у своего соперника. А, и попал разводчик
[3215.16s -> 3217.16s]  перед тем, как они зацепились в клинче.
[3217.16s -> 3219.16s]  Есть. У них тоже есть конфликт.
[3219.16s -> 3221.16s]  Ворожда такая, ребята долго друг
[3221.16s -> 3223.16s]  над другом. Очень здорово
[3223.16s -> 3225.16s]  заряжается с правой руки Брюс Хлебников, и
[3225.16s -> 3227.16s]  видно, что этот удар у него поставлен.
[3229.16s -> 3231.16s]  Многие представляли себе этот бой как
[3231.16s -> 3233.16s]  рептикласс какой-то, но
[3233.16s -> 3235.16s]  совсем нет. О, хорошо сейчас попадает
[3235.16s -> 3237.16s]  Ревас. Из клинча там правая вошла
[3237.16s -> 3239.16s]  отлично, и вроде как защита
[3239.16s -> 3241.16s]  была у Брюса, но
[3241.16s -> 3243.16s]  он явно прочувствовал удар.
[3245.16s -> 3247.16s]  На глаз жалуется Брюс, но
[3247.16s -> 3249.16s]  готов продолжать, все нормально.
[3249.16s -> 3251.16s]  О, какой опасный удар,
[3251.16s -> 3253.16s]  но максимально мимо пролетел.
[3253.16s -> 3255.16s]  Да, это тот самый правый
[3255.16s -> 3257.16s]  оверхенд, о котором я говорил минуты
[3257.16s -> 3259.16s]  ранее.
[3259.16s -> 3261.16s]  Брейстинг от Реваса продолжается, отличный джеб,
[3261.16s -> 3263.16s]  и всаживает еще пару ударов.
[3263.16s -> 3265.16s]  Перекрылся Брюс. Пока стоит на ногах
[3265.16s -> 3267.16s]  Брюс Хлебников, но, судя по всему, недолго
[3267.16s -> 3269.16s]  осталось. Накдаунов вот
[3269.16s -> 3271.16s]  пахнет уже буквально.
[3271.16s -> 3273.16s]  И корпус. Дважды в корпус от
[3273.16s -> 3275.16s]  Реваса. Суровые,
[3275.16s -> 3277.16s]  тяжелые удары.
[3277.16s -> 3279.16s]  У Реваса очень большая
[3279.16s -> 3281.16s]  группа поддержки здесь, и кажется
[3281.16s -> 3283.16s]  не сможет разогнуться Брюс.
[3283.16s -> 3285.16s]  Да, и разбит нос, и основа
[3285.16s -> 3287.16s]  в любом случае. Это нокаут.
[3287.16s -> 3289.16s]  В первом раунде от Реваса Берлашвили.
[3302.57s -> 3304.57s]  Вопрос, вопрос, быстрее вопрос.
[3304.57s -> 3306.57s]  Как тебе бой? Ты пришел
[3306.57s -> 3308.57s]  поддержать Реваса? Доволен ли ты
[3308.57s -> 3310.57s]  результатом? Как он бился? Ревас чемпион,
[3310.57s -> 3312.57s]  просто чемпион. Вы видели его джепы,
[3312.57s -> 3314.57s]  удары? Он просто чемпион. Я его джепу
[3314.57s -> 3316.57s]  не видела, я на мужские джепы не смотрю.
[3316.57s -> 3318.57s]  Ты за кого болела сама?
[3318.57s -> 3320.57s]  Я не болела, я вакцинирована,
[3320.57s -> 3322.57s]  я вообще здоровая, все хорошо.
[3322.57s -> 3324.57s]  Ребят, всех с Новым годом, счастья, добра.
[3324.57s -> 3326.57s]  Смотрите канал «Наше дело», ставьте лайки.
[3326.57s -> 3328.57s]  Давайте!
[3328.57s -> 3330.57s]  Здесь вопросов нет.
[3330.57s -> 3332.57s]  У Реваса огромное количество боев.
[3332.57s -> 3334.57s]  Смотри, был у них конфликт,
[3334.57s -> 3336.57s]  да, долго они друг под другом,
[3336.57s -> 3338.57s]  много всего, может быть, не очень хорошего
[3338.57s -> 3340.57s]  говорили, но Ревас сам подошел,
[3340.57s -> 3342.57s]  подбатривает Лепникова.
[3342.57s -> 3344.57s]  Пошел налево,
[3344.57s -> 3346.57s]  а нам пошел направо.
[3348.57s -> 3352.07s]  Пальцы на середину. Нос на середину.
[3352.07s -> 3354.07s]  В первом раунде
[3354.07s -> 3362.50s]  в этом бою
[3362.50s -> 3370.62s]  техническим нокаутом победу
[3370.62s -> 3372.62s]  одерживает Ревас
[3372.62s -> 3374.62s]  Лерулашвили «Черный танк».
[3374.62s -> 3376.62s]  Ревас, я смотрю,
[3376.62s -> 3380.31s]  твоему счастью нет предела.
[3380.31s -> 3382.31s]  Вот камеры, вот микрофон.
[3382.31s -> 3384.31s]  Да, просто первый бой
[3384.31s -> 3386.31s]  по боксу не сгался,
[3386.31s -> 3388.31s]  на то были причины объективные.
[3388.31s -> 3390.31s]  Но здесь моя команда,
[3390.31s -> 3392.31s]  мои близкие, все, кого я люблю, здесь.
[3392.31s -> 3394.31s]  Можно сейчас руку, пожалуйста,
[3394.31s -> 3396.31s]  пожму человеку.
[3396.31s -> 3398.31s]  Брюс, Брюс, Брюс.
[3398.31s -> 3400.31s]  Спасибо большое за бой.
[3400.31s -> 3402.31s]  Тебе тоже спасибо.
[3402.31s -> 3404.31s]  Да, он, реально говорю, я
[3404.31s -> 3406.31s]  рос на его всяких вот этих приключениях.
[3406.31s -> 3408.31s]  Когда-то там за волосы что-то тянул, правда,
[3408.31s -> 3410.31s]  не знаю зачем. Вот, но
[3410.31s -> 3412.31s]  ты очень крутой.
[3412.31s -> 3414.31s]  В общем, всем спасибо,
[3414.31s -> 3416.31s]  тебе тоже спасибо. И тебе, Сань,
[3416.31s -> 3418.31s]  всех обнял, всех поднял,
[3418.31s -> 3420.31s]  тебе быстрейшего выздоровления,
[3420.31s -> 3422.31s]  братуха поднял.
[3422.31s -> 3424.31s]  Мы не убегали, как обещали,
[3424.31s -> 3426.31s]  так что все красиво. Нормально.
[3426.31s -> 3428.31s]  Римас, не убегай, подожди, подожди.
[3428.31s -> 3430.31s]  Как насчет реванша с Дациком?
[3430.31s -> 3432.31s]  Микрофон. А, реванш с Дациком?
[3432.31s -> 3434.31s]  Ну а что? А он здесь? Нет.
[3434.31s -> 3436.31s]  Дацик, ты здесь? Слава?
[3436.31s -> 3438.31s]  Слава здесь? Уехал, уехал.
[3438.31s -> 3440.31s]  Славы нету, да?
[3440.31s -> 3442.31s]  Конечно.
[3442.31s -> 3444.31s]  Во-первых, самое главное
[3444.31s -> 3446.31s]  будет решать для Гистан топ-тим,
[3446.31s -> 3448.31s]  моя команда, с кем мне реваншировать, с кем мне драться.
[3448.31s -> 3450.31s]  Я по боксу, честно, драться больше не хочу,
[3450.31s -> 3452.31s]  но я думаю, вот мой тренер Асхаб,
[3452.31s -> 3454.31s]  подойди, пожалуйста, на секунду, брат,
[3454.31s -> 3456.31s]  самый родной мне старший брат
[3456.31s -> 3458.31s]  из нашей команды,
[3458.31s -> 3460.31s]  в Гистан топ-тим, сильнее всех.
[3460.31s -> 3462.31s]  Будем реванш брать?
[3462.31s -> 3464.31s]  Обсудим. Обсудим?
[3464.31s -> 3466.31s]  Короче, я вас уверяю, мы в зал придем,
[3466.31s -> 3468.31s]  он скажет, что мы его разорвем, разнесем.
[3468.31s -> 3470.31s]  Жди рыжий, короче, я за тобой приду.
[3470.31s -> 3472.31s]  Все, брат. Римас, поздравляю тебя, красавчик.
[3472.31s -> 3474.31s]  Спасибо, Асхаб.
[3474.31s -> 3476.31s]  Брюс, есть пару слов сказать?
[3480.31s -> 3482.31s]  Всем привет.
[3482.31s -> 3484.31s]  Я рад, что выступил
[3484.31s -> 3486.31s]  на нашем деле, наконец-то.
[3486.31s -> 3488.31s]  Проиграл, выиграл, ну,
[3488.31s -> 3490.31s]  значит, надо лучше готовиться, просто.
[3490.31s -> 3492.31s]  Чаще выступать, не так, как я раз в год.
[3494.31s -> 3496.31s]  Так что, ну, все нормально, я...
[3496.31s -> 3498.31s]  Ты нос не переживаешь, брат?
[3498.31s -> 3500.31s]  Он прям нормально ушел.
[3500.31s -> 3502.31s]  У меня нос, знаешь, сколько раз сломался?
[3502.31s -> 3504.31s]  Давай вправлю.
[3504.31s -> 3506.31s]  Все нормально, всякое бывает.
[3506.31s -> 3508.31s]  Следующий есть оппонент,
[3508.31s -> 3510.31s]  с кем бы хотел реабилитироваться и выйти?
[3512.31s -> 3514.31s]  С кем угодно, в принципе.
[3514.31s -> 3516.31s]  Надо подумать. Сейчас так на вскидку не могу сказать.
[3516.31s -> 3518.31s]  Скажи, а почему ты проиграл?
[3518.31s -> 3520.31s]  Ты был очень круто настроен,
[3520.31s -> 3522.31s]  говорил мне о том, что
[3522.31s -> 3524.31s]  одержишь победу,
[3524.31s -> 3526.31s]  это из-за вот этого удара?
[3526.31s -> 3528.31s]  Просто повыносливость, я смотрю, ты не просел.
[3528.31s -> 3530.31s]  Нет, не повыносливость, я не знаю даже как.
[3530.31s -> 3532.31s]  Просто...
[3532.31s -> 3534.31s]  Больше тренироваться.
[3534.31s -> 3536.31s]  Надо больше выступать, просто, и все.
[3536.31s -> 3538.31s]  С кем бы хотел побиться?
[3538.31s -> 3540.31s]  Я бы хотел еще потренироваться, конечно,
[3540.31s -> 3542.31s]  взять реваншу ревазы.
[3542.31s -> 3544.31s]  Окей, смотри, там целый...
[3544.31s -> 3546.31s]  Просто резко был один,
[3546.31s -> 3548.31s]  поворачивался в десять человек.
[3548.31s -> 3550.31s]  Забирай его, Оскар.
[3550.31s -> 3552.31s]  Забирай его все в команду.
[3552.31s -> 3556.71s]  Микрофон, микрофон.
[3556.71s -> 3558.71s]  Огромное уважение.
[3558.71s -> 3560.71s]  Ему и как человек,
[3560.71s -> 3562.71s]  и как спортсмен,
[3562.71s -> 3564.71s]  и как боец, и будет расти,
[3564.71s -> 3566.71s]  еще он покажет здесь очень хорошую реваншу.
[3566.71s -> 3568.71s]  А теперь под ваши аплодисменты
[3568.71s -> 3570.71s]  коллективное фото.
[3570.71s -> 3572.71s]  Не забывайте, дорогие зрители,
[3572.71s -> 3574.71s]  что теперь выпуски
[3574.71s -> 3576.71s]  нашего дела и шоу,
[3576.71s -> 3578.71s]  и бои вы сможете посмотреть первыми
[3578.71s -> 3580.71s]  на RuTube.
[3580.71s -> 3582.71s]  Переходите по ссылке в описании,
[3582.71s -> 3584.71s]  переходите на RuTube, регистрируйтесь,
[3584.71s -> 3586.71s]  подписывайтесь на новый канал
[3586.71s -> 3588.71s]  «Наше дело» и получайте
[3588.71s -> 3590.71s]  новый контент первыми.
[3590.71s -> 3592.71s]  Ну что, а с вами была большая, дружная,
[3592.71s -> 3594.71s]  мощная семья нашего дела.
[3594.71s -> 3596.71s]  Это очередной красочный выпуск
[3596.71s -> 3598.71s]  со зрелищными боями.
[3598.71s -> 3600.71s]  Мы хотим поздравить вас с новым годом.
[3600.71s -> 3602.71s]  Друзья, самое главное,
[3602.71s -> 3604.71s]  цените близких людей, почаще улыбайтесь
[3604.71s -> 3606.71s]  и работать, работать и еще раз работать.
[3606.71s -> 3608.71s]  Не забудьте подписаться на канал,
[3608.71s -> 3610.71s]  поставить лайк, и скоро ждет
[3610.71s -> 3612.71s]  новой мощной выпуски.
[3612.71s -> 3614.71s]  Всех с новым годом, пока. Через неделю увидимся.
