[3.76s -> 56.91s]  МУЗЫКАЛЬНАЯ ЗАСТАВКА
[2418.02s -> 2424.02s]  У меня есть знакомый, он говорит, я родился музыкантом, вот я себя чувствую, вот я иду по улице, вот иду музыкант.
[2424.02s -> 2429.02s]  Не-не-не, если бы мне предложили, не знаю, огромные деньги и качать нефть, я бы и нефть покачал.
[2429.02s -> 2438.02s]  Мне кажется, Влад, что это тоже какой-то почерк времени вот современного, что вот, ну, человек сейчас не чувствует конкретно, вот сейчас я певец, а завтра я так.
[2438.02s -> 2441.02s]  Ну, я не знаю, кто Высоцкий был, больше артист или певец?
[2441.02s -> 2442.02s]  Высоцкий был Высоцкий.
[2442.02s -> 2479.73s]  Ну да.
[2570.81s -> 2579.81s]  Все домов превратились в приют для всех, кто желает спастись.
[2579.81s -> 2596.25s]  В непогоду под сводами стены ту дождь переждут коря захватившую улицу воду.
[2602.25s -> 2611.25s]  Кто-то всё стеной стучит за окном, Барабаня в нелон и зонтов.
[2611.25s -> 2618.25s]  И накидки, кто-то всё быстрым шагом, Кто-то просто бегом
[2618.25s -> 2626.25s]  Хочет спастись, не промокнута нитки.
[2636.25s -> 2654.48s]  Внезапно на город обрушился туч
[2654.48s -> 2664.10s]  Из леки своей испортит причёски,
[2664.10s -> 2685.71s]  Да слёз доведёт пару десяток девчон хорошей.
[2699.71s -> 2704.71s]  Можете наблюдать фестивальное движение в нашей стране, делать какие-то выводы.
[2704.71s -> 2711.71s]  Что это такое для тебя? Это такая любовь к собиранию прекрасных людей и смыслов?
[2711.71s -> 2716.71s]  Или такая вот работа и пропаганда города тоже?
[2716.71s -> 2721.71s]  Да, часть это всё-таки дань городу, которым я как-то формировался,
[2721.71s -> 2725.71s]  который этот коллектив мне подарил и вообще многое мне подарил.
[2725.71s -> 2729.71s]  И изначально это, наверное, было каким-то таким энтузиазмом.
[2729.71s -> 2733.71s]  Мне просто захотелось чего-то красивого, мосты, музыка.
[2733.71s -> 2739.71s]  А потом уже со временем как-то, благодаря группе, я приобретал какие-то новые знакомства,
[2739.71s -> 2741.71s]  которые, собственно, меня двигали куда-то вперёд.
[2741.71s -> 2745.71s]  И на данном этапе, наверное, это и большой проект рабочий.
[2745.71s -> 2751.71s]  Мне хочется, чтобы он ещё быстрее развивался, чтобы после каждого фестиваля что-то ещё оставалось.
[2751.71s -> 2753.71s]  Потому что, по сути, фестиваль – это такая трёхдневка.
[2753.71s -> 2757.71s]  То есть ты готовишься весь год к трём дням, они проходят и всё.
[2757.71s -> 2761.71s]  Слушай, очень знакомо, потому что наш Филатов фест – это ещё и про то,
[2761.71s -> 2766.71s]  чтобы ребята не просто порадовались вот здесь и сейчас, кто-то выиграл и до свидания,
[2766.71s -> 2771.71s]  а чтобы мы сопроводили в дальнейшем этих людей, чтобы мы подружились.
[2771.71s -> 2776.71s]  Всё-таки у нас самый большой фестиваль в России молодой поэзии – Филатов фест.
[2776.71s -> 2778.71s]  А как у вас с этим обстоят дела?
[2779.71s -> 2784.71s]  Остаются ли с вами те коллективы, те люди? Поддержите ли вы связи?
[2784.71s -> 2788.71s]  Ну, они отчасти остаются какие-то. То есть вот у нас же конкурс есть большой всероссийский,
[2788.71s -> 2795.71s]  где у нас в прошлом году было 900 заявок со Всероссией, музыкантов мы привезли пятерых или шестерых.
[2795.71s -> 2800.71s]  И мы им записывали мини-альбомы, то есть какая-то там в целом качественная память как бы остаётся.
[2800.71s -> 2804.71s]  Но всё равно, чтобы было чем-то это большим, глобальным,
[2804.71s -> 2810.71s]  ну, должна быть какая-то такая большая экосистема, да, какое-то там место, где они могли бы куда приехать.
[2810.71s -> 2817.71s]  Но у меня уже есть предложение такое коллаборационное и связанное с темой нашей программы.
[2817.71s -> 2823.71s]  Потому что я как-то заревновал к Исланцам, может быть, вот тут вот сидит замечательный режиссёр,
[2823.71s -> 2829.71s]  у которого много неожиданного впереди, прекрасная актриса, мы тут с медиатором беседовали.
[2829.71s -> 2835.71s]  Может быть, какой-то затеем, зачудим проект для ГЭС-2. ГЭС похож на крейсер Аврора.
[2835.71s -> 2837.71s]  Да, пожалуйста.
[2837.71s -> 2843.71s]  Стишки напишут наши филатов-фестовцы, ваши из мостов чего-нибудь притащат.
[2843.71s -> 2849.71s]  Да нет, можно вообще коллаборация, синергия тоже, так сказать, 21 век, да,
[2849.71s -> 2855.71s]  потому что один в поле не войн, собственно, даже Цукерберг свой фейсбук писал не один, а с друзьями.
[2855.71s -> 2859.71s]  Я, к примеру, мне очень сложно там быть самому в себе.
[2859.71s -> 2868.71s]  Да нет, это прекрасная коллективная история, она похожа и на театр, и на ГЭС-2, и искать новые форматы легче вместе.
[2868.71s -> 2870.71s]  Ну что, тогда...
[2870.71s -> 2872.71s]  Так сказать, заключение, да?
[2872.71s -> 2874.71s]  Заключение.
[2874.71s -> 2882.71s]  Заключение. Песня называется, ну она там Азерас, это имя звучит, так про Эдита Пьеху, как будто бы.
[2882.71s -> 2893.96s]  Как будто бы.
[2922.06s -> 2935.38s]  Нет, так не ***, чтоб этот день закончился, как август или вечер в воскресенье.
[2935.38s -> 2948.38s]  Давай пройдемся до дворцовой площади, там одни выпрохлада и спасения.
[2948.38s -> 2960.38s]  Давай всю ночь гулять и говорить, да хоть о чем, о пустяках и о погоде.
[2960.38s -> 2974.38s]  Давай всю ночь гулять и говорить, да хоть о чем, о пустяках и о погоде.
[2974.38s -> 2987.38s]  Я в этом городе так счастлив и свободен, давай вдвоем счастливыми здесь быть.
[2990.38s -> 3009.38s]  Ну и пускай автобусы не ходят, а небо затянуло облаками.
[3009.38s -> 3033.38s]  Мы проплывем с тобой на пароходе под вечно разведенными мостами.
[3033.38s -> 3046.38s]  Давай всю ночь гулять и говорить, да хоть о чем, о пустяках и о погоде.
[3046.38s -> 3058.38s]  Я в этом городе так счастлив и свободен, давай вдвоем счастливыми здесь быть.
[3063.38s -> 3090.97s]  А если дождь начнется, он нам не помеха. Я знаю, где нас ждут и чем согреть.
[3090.97s -> 3115.97s]  На кухне старенький поет Эдита Пеха. Сейчас так почему-то не умеет.
[3156.26s -> 3178.94s]  На кухне старенький поет Эдита Пеха. Сейчас так почему-то не умеет.
[3201.94s -> 3217.94s]  Давай всю ночь гулять и говорить
[3217.94s -> 3223.94s]  Да хоть о чём, о пустяках и о погоде
[3223.94s -> 3229.94s]  Я в этом городе так счастлив и свободен
[3229.94s -> 3235.94s]  Давай поём счастливыми здесь песни
[3235.94s -> 3241.94s]  Я в этом городе так счастлив и свободен
[3241.94s -> 3249.94s]  Давай поём счастливыми здесь песни
[3261.70s -> 3286.71s]  Друзья, это арт-механика, пояс новых форматов, иногда возвращение к старым форматам. Ура!
