[5.68s -> 8.12s]  МУЗЫКАЛЬНАЯ ЗАСТАВКА
[2021.44s -> 2023.44s]  и агенты здесь, она отомстила. И
[2023.44s -> 2025.44s]  Оксану уволили,
[2025.44s -> 2027.44s]  *****, из-за этого. А, реально?
[2027.44s -> 2029.44s]  Из шоу... Из шоу на
[2029.44s -> 2031.44s]  Ютубе? Ну, типа из шоу на Ютубе
[2031.44s -> 2033.44s]  уволили, *****. Уволили шоу на Ютубе.
[2033.44s -> 2035.44s]  Это была еще знаменитая шоу на Ютубе.
[2035.44s -> 2037.44s]  Уволили шоу на Ютубе.
[2039.44s -> 2041.44s]  Это был ******.
[2041.44s -> 2043.44s]  Ну, типа я лично
[2043.44s -> 2045.44s]  разговаривал, *****. Ну, типа
[2045.44s -> 2047.44s]  мы с пацанами, со сценаристами там,
[2047.44s -> 2049.44s]  ну, по-моему, Рома тоже вступался
[2049.44s -> 2051.44s]  за тебя. А Дарина все, типа
[2051.44s -> 2053.44s]  нет, нет, нет, нет, нет.
[2053.44s -> 2055.44s]  Все, *****. И, короче,
[2055.44s -> 2057.44s]  все вот с такими
[2057.44s -> 2059.44s]  глазами. Нет, мы должны быстрее
[2059.44s -> 2061.44s]  избавиться от нее, *****. Ну, и потом
[2061.44s -> 2063.44s]  в итоге ты через какое-то время вернулась там
[2063.44s -> 2065.44s]  с новым видео.
[2067.44s -> 2069.44s]  Ну, короче, для меня
[2069.44s -> 2071.44s]  это был ******
[2071.44s -> 2073.44s]  сильный на самом деле, потому что
[2073.44s -> 2075.44s]  я знаю Оксану как ***** ту девчонку.
[2075.44s -> 2077.44s]  Ты прикольно на самом деле подвел к теме,
[2077.44s -> 2079.44s]  что вот вообще насколько
[2079.44s -> 2081.44s]  вот мы считаем,
[2081.44s -> 2083.44s]  вы считаете, что порно, типа это вот
[2083.44s -> 2085.44s]  что-то такое вот из мира, типа
[2085.44s -> 2087.44s]  там грязи, что это нельзя, это
[2087.44s -> 2089.44s]  плохо и так далее. Ну, есть же
[2089.44s -> 2091.44s]  все равно такое отношение еще
[2091.44s -> 2093.44s]  ну вот даже, блин, нифига себе, очень
[2093.44s -> 2095.44s]  популярное ютуб-шоу,
[2095.44s -> 2097.44s]  ютуб-канал, огромный популярный
[2097.44s -> 2099.44s]  ютуб-канал, блин, увольняет человека
[2099.44s -> 2101.44s]  из-за съемки в порно. Ну, вот, типа как?
[2101.44s -> 2103.44s]  Это даже не порно. Отношение.
[2103.44s -> 2105.44s]  Ну, причем, да, это было там, ну да, это даже не порно.
[2105.44s -> 2107.44s]  Это хом-видео, по сути.
[2107.44s -> 2109.44s]  Тем более с мужем, *****, вообще скрепы.
[2109.44s -> 2111.44s]  Незаконно скиданное, потому что
[2111.44s -> 2113.44s]  его же там где-то публиковали, не то чтобы я
[2113.44s -> 2115.44s]  сняла и выложила.
[2115.44s -> 2117.44s]  Ну, как вы считаете,
[2117.44s -> 2119.44s]  это норм или не норм? Ну, типа вот такое
[2119.44s -> 2121.44s]  вот данная ситуация
[2121.44s -> 2123.44s]  нет, не норм точно. Ну, типа
[2123.44s -> 2125.44s]  во-первых, это неправильно,
[2125.44s -> 2127.44s]  не стратетически неправильно, потому что
[2127.44s -> 2129.44s]  она дала хайп проекту, и его нужно
[2129.44s -> 2131.44s]  оставлять, потому что это привлекает внимание аудитории.
[2131.44s -> 2133.44s]  Это раз, на хрена убирать?
[2133.44s -> 2135.44s]  Ну, нет, я задам, вот я сейчас, наверное, не туда увел,
[2135.44s -> 2137.44s]  я задам вопрос по-другому, типа вот
[2137.44s -> 2139.44s]  смогли бы вы, типа, встречаться
[2139.44s -> 2141.44s]  с девчонкой, которая
[2141.44s -> 2143.44s]  снимается в порно?
[2143.44s -> 2145.44s]  Это было бы барьером для
[2145.44s -> 2147.44s]  вот, ну, для тебя там,
[2147.44s -> 2149.44s]  как для мужчин. Ну, да, конечно.
[2149.44s -> 2151.44s]  Было бы барьером. Ну, вот.
[2151.44s -> 2153.44s]  Ну, типа, она уходит на работу.
[2153.44s -> 2155.44s]  Ну, допустим, она
[2155.44s -> 2157.44s]  перестала сниматься в порно. Ну, то есть сейчас
[2157.44s -> 2159.44s]  ты знаешь, что она снималась в порно.
[2159.44s -> 2161.44s]  В тот момент вышла газета, газета Экспресс,
[2161.44s -> 2163.44s]  в котором я была на обложке
[2163.44s -> 2165.44s]  с моим тамошним парнем,
[2165.44s -> 2167.44s]  Надалой Борисовны.
[2167.44s -> 2169.44s]  И было объяснено, звезда
[2169.44s -> 2171.44s]  сериала «Та-та-та»
[2171.44s -> 2173.44s]  живет с порноактрисой.
[2173.44s -> 2175.44s]  Там был разворот,
[2175.44s -> 2177.44s]  вырезка меня с голой груди.
[2177.44s -> 2179.44s]  А до сих пор это, *****, это до сих пор еще
[2179.44s -> 2181.44s]  пебдолируется? Это было на тот момент.
[2181.44s -> 2183.44s]  Да, чуть-чуть попозже. Видимо, это уже году
[2183.44s -> 2185.44s]  было в девятнадцатом, вышла эта
[2185.44s -> 2187.44s]  газета Экспресс.
[2187.44s -> 2189.44s]  Вот. А до этого вышла
[2189.44s -> 2191.44s]  статья на рынке шкур, которая
[2191.44s -> 2193.44s]  описывала меня как эскортницу,
[2193.44s -> 2195.44s]  ля-ля-ля. И вот это газета
[2195.44s -> 2197.44s]  Экспресс взяли эту статью с рынка шкур.
[2197.44s -> 2199.44s]  Что-то эскортницу, типа, да? Все переделали там
[2199.44s -> 2201.44s]  в хорошее русло. Добавили регалии моих
[2201.44s -> 2203.44s]  из дружко-шоу, его там, из каких-то его
[2203.44s -> 2205.44s]  кинопроектов. И я помню, в конце
[2205.44s -> 2207.44s]  на рынке шкур было написано,
[2207.44s -> 2209.44s]  что я извращенка и люблю наркотики.
[2209.44s -> 2211.44s]  Но газета Экспресс написала
[2211.44s -> 2213.44s]  о том, что Стрельцова и извращенка
[2213.44s -> 2215.44s]  и любят наркотики. Эту информацию
[2215.44s -> 2217.44s]  мы обтягиваем, как голосы.
[2217.44s -> 2219.44s]  Это и так понятно.
[2219.44s -> 2221.44s]  Это и так видно, да.
[2221.44s -> 2223.44s]  Нет, дискриминация только к женщинам
[2223.44s -> 2225.44s]  относится, если вы заметили.
[2225.44s -> 2227.44s]  Нет, парни тоже, по-любому, я уверена.
[2227.44s -> 2229.44s]  Никто же не говорит, так, лысый из Бразерс,
[2229.44s -> 2231.44s]  но это, конечно, вообще плохой человек.
[2231.44s -> 2233.44s]  Да, красавчик.
[2233.44s -> 2235.44s]  Лысый из Бразерс.
[2235.44s -> 2237.44s]  На голове которого мы уважаем.
[2237.44s -> 2239.44s]  Он же должен был в космосе.
[2239.44s -> 2241.44s]  Тут, если возвращаться к Жорину в вопросе,
[2241.44s -> 2243.44s]  тут, наверное, такая же ситуация.
[2243.44s -> 2245.44s]  Если бы девушка
[2245.44s -> 2247.44s]  познакомилась с порно актером,
[2247.44s -> 2249.44s]  у нее, наверное, тоже
[2249.44s -> 2251.44s]  были бы вопросики встречаться
[2251.44s -> 2253.44s]  с ним,
[2253.44s -> 2255.44s]  потому что он там постоянно трахается с кем.
[2255.44s -> 2257.44s]  Тут, видишь, у нас еще есть такое утверждение
[2257.44s -> 2259.44s]  в обществе, что...
[2259.44s -> 2261.44s]  Про это есть песня.
[2261.44s -> 2263.44s]  Оно из МС. Певец и актриса называется.
[2263.44s -> 2265.44s]  Очень хорошая песня.
[2265.44s -> 2267.44s]  Это была
[2267.44s -> 2269.44s]  невиданная сила любовь, это было
[2269.44s -> 2271.44s]  красиво, про то, как у нее была своя работа,
[2271.44s -> 2273.44s]  у него своя, но любили они только
[2273.44s -> 2275.44s]  друг друга.
[2275.44s -> 2277.44s]  Там же смысл, что он знал все до...
[2277.44s -> 2279.44s]  И принял ее такой, какая она есть.
[2279.44s -> 2281.44s]  Да, вот этот момент, то, что ты знаешь,
[2281.44s -> 2283.44s]  что у него там было много мужчин,
[2283.44s -> 2285.44s]  у нас же, как это, много женщин
[2285.44s -> 2287.44s]  у мужчины, он типа
[2287.44s -> 2289.44s]  красавчик, ни *** себе, он сколько
[2289.44s -> 2291.44s]  вообще смог, когда у девушки
[2291.44s -> 2293.44s]  много парней, это, *****,
[2293.44s -> 2295.44s]  странная сумочка. Ты знаешь, когда у вас любовь,
[2295.44s -> 2297.44s]  все это кажется таким никчемным.
[2297.44s -> 2299.44s]  Я сейчас не про себя говорю, это устой такой в обществе идет.
[2299.44s -> 2301.44s]  Честно говоря, не то чтобы
[2301.44s -> 2303.44s]  согласен, но гипотетически
[2303.44s -> 2305.44s]  сейчас, в данный момент жизни,
[2305.44s -> 2307.44s]  проектируя на себя такую ситуацию, если бы я действительно
[2307.44s -> 2309.44s]  проектируя, да, проектируя,
[2309.44s -> 2311.44s]  это... Это ***** какая-то.
[2311.44s -> 2313.44s]  Это инженерная, продолжи.
[2313.44s -> 2315.44s]  Вот, проектируя на себя эту ситуацию,
[2315.44s -> 2317.44s]  если действительно мне бы очень нравилась там
[2317.44s -> 2319.44s]  девушка и так далее,
[2319.44s -> 2321.44s]  ну, какая-то а-ля-любовь,
[2321.44s -> 2323.44s]  я бы, наверное, типа, ну...
[2323.44s -> 2325.44s]  А-ля-любовь, слышишь сказать, любовь, да?
[2325.44s -> 2327.44s]  Для меня сейчас
[2327.44s -> 2329.44s]  образ девушки-порноактрисы
[2329.44s -> 2331.44s]  это образ ветреной девушки,
[2331.44s -> 2333.44s]  я не знаю, ну, типа, я встречаюсь
[2333.44s -> 2335.44s]  с ней и я в любой момент
[2335.44s -> 2337.44s]  понимаю, что она может там куда-то уйти,
[2337.44s -> 2339.44s]  не по работе, ну, типа, свидания и так далее,
[2339.44s -> 2341.44s]  ну, я не знаю, на самом деле, просто у меня такой сложился...
[2341.44s -> 2343.44s]  А если по работе, то окей?
[2343.44s -> 2345.44s]  Я по работе, дорогой.
[2345.44s -> 2347.44s]  Нет, по работе нет, не окей, но
[2347.44s -> 2349.44s]  есть такое образце, что она
[2349.44s -> 2351.44s]  не будет только с тобой.
[2351.44s -> 2353.44s]  Верной тебе.
[2353.44s -> 2355.44s]  Никакая не будет. Отбросите иллюзии,
[2355.44s -> 2357.44s]  жизнь не такая ванильная.
[2357.44s -> 2359.44s]  Не-не-не-не. На самом деле...
[2359.44s -> 2361.44s]  Такой классный монолог, ты сейчас прям
[2361.44s -> 2363.44s]  монолог откуда-то из фильма,
[2363.44s -> 2365.44s]  из какого-то прервала. Я понимаю, о чём ты говоришь,
[2365.44s -> 2367.44s]  но масса примеров...
[2367.44s -> 2369.44s]  А я не согласна.
[2369.44s -> 2371.44s]  Я считаю, что любая может быть ванильной,
[2371.44s -> 2373.44s]  что любая может быть верной.
[2373.44s -> 2375.44s]  Если ты удовлетворяешь человека
[2375.44s -> 2377.44s]  всю жизнь, он будет с тобой всю жизнь.
[2377.44s -> 2379.44s]  Все равно, что водом, эта
[2379.44s -> 2381.44s]  человека зависит от всего, а куча факторов.
[2381.44s -> 2383.44s]  Когда я говорю, если
[2383.44s -> 2385.44s]  ты удовлетворяешь его всю жизнь, можешь удовлетворять,
[2385.44s -> 2387.44s]  то он будет с тобой всю жизнь.
[2387.44s -> 2389.44s]  Человек твой!
[2389.44s -> 2391.44s]  Кто?
[2391.44s -> 2393.44s]  Удовлетворяет не сексуально, в принципе
[2393.44s -> 2395.44s]  всем его потребностям. Он будет с тобой, будет тебе
[2395.44s -> 2397.44s]  верным, он будет бояться тебя потерять,
[2397.44s -> 2399.44s]  потому что он решится чего-то, чего
[2399.44s -> 2404.12s]  А если ты перестаешь что-то давать, то он может идти спокойно. Ну, в принципе, это нормально.
[2404.12s -> 2410.96s]  Да, я вот хотел, ну, сейчас просто оно будет логично перейти, вот что, типа, вот, Ангелина, у тебя же, ну, тоже были парни, сто процентов, вот они как...
[2410.96s -> 2412.68s]  Сто процентов у меня, я не детственница уже.
[2412.68s -> 2421.88s]  Да, да, но я имею в виду отношения, типа, вот, когда узнавали там, парни, что это было когда-то проблемой, вот, то, чем ты занимаешься для парня, с которым у тебя отношения?
[2421.88s -> 2429.28s]  Нет, у меня вот пока снималось, не было отношений, вот в этом, наверное, дело. Были одни отношения с порноактером.
[2429.44s -> 2438.96s]  Причем мега романтично, мега круто. Я приехала в Испанию на съемку, мы снялись, сразу же поехали к нему после съемки, и я осталась у него.
[2438.96s -> 2440.56s]  А вы переспали, когда к нему поехали?
[2440.56s -> 2441.20s]  Да.
[2441.20s -> 2442.92s]  Реально? То есть, бонус-свидание?
[2442.92s -> 2444.48s]  Нет, нет, на первом свидании нет.
[2444.48s -> 2445.52s]  Это романтично.
[2445.52s -> 2458.08s]  У него была мансарда, а мансарда, это же как в кино, то есть, мы поднялись в квартире наверх, там мансарда, туда падали солнечные лучи, мы трахнулись там, и я осталась у него жить.
[2458.40s -> 2461.28s]  То есть, мы ездили на море гулять.
[2461.28s -> 2463.28s]  А вы потом только с ним снимались?
[2463.28s -> 2465.28s]  Нет, он тоже нет.
[2465.28s -> 2476.16s]  И, короче, было мега романтично, там прогулки, все-все, и сам прикол, он не знал английский, а я испанский. Мы практически не разговаривали.
[2476.16s -> 2486.00s]  Ну, типа, мы просто пили вино, гуляли, катались на кабриолете, трахались, ездили на съемки, потом в Мексику улетели на три месяца, там снимались.
[2486.00s -> 2488.00s]  Кучно живу.
[2488.00s -> 2496.24s]  То есть, мы практически не разговаривали, но зато слушали много испанского рэпа, это тоже, это отдельный сорт романтики был.
[2496.24s -> 2498.24s]  Ну, вот, в общем, как-то так.
[2498.24s -> 2500.24s]  А это был body language.
[2500.24s -> 2502.24s]  А что расстались?
[2502.24s -> 2504.24s]  Да, а что расстались? Вообще все круто было.
[2504.24s -> 2511.84s]  Ну, вот я уехала в Москву, потому что уже виза, все, все, все, он в Испанию, мы еще общались чуть-чуть, но потом сошло все на нерв.
[2511.84s -> 2513.84s]  Ну, это легкая история.
[2514.64s -> 2522.64s]  Это не такая история, которая на созависимости, типа, господи, я не могу тебя отпустить, не отпускай меня.
[2522.64s -> 2524.64s]  Это прикольно.
[2524.64s -> 2526.64s]  Сейчас ты не в отношениях.
[2526.64s -> 2528.64s]  И это не проблема была вообще?
[2528.64s -> 2530.64s]  Не проблема.
[2530.64s -> 2532.64s]  А не было такое, что...
[2532.64s -> 2537.68s]  У меня до этого были отношения вообще тоже, которые завязались на съемки сериала про порно.
[2537.68s -> 2539.68s]  Мы снимали сериал про порно.
[2539.68s -> 2541.68s]  Этот, который с палем, да?
[2541.68s -> 2543.68s]  Нет, другой. Меня зовут Элли.
[2543.68s -> 2545.68s]  Мы прям конкретно сняли его.
[2545.68s -> 2547.68s]  И там он по сюжету был мне влюблен, порн-режиссер.
[2547.68s -> 2549.68s]  И мы замутили после съемок.
[2549.68s -> 2551.68s]  Встречались.
[2551.68s -> 2553.68s]  А тут тоже мы познакомились на открытом микрофоне, где я рассказывала.
[2553.68s -> 2557.68s]  Ну, кстати, я снималась в порно, то есть тоже, ну, ничего не скроешь.
[2557.68s -> 2559.68s]  Ну, получается, это у вас фрилав, да?
[2559.68s -> 2561.68s]  Сейчас фрилав?
[2561.68s -> 2567.68s]  Нет, ну, допустим, если вы встречаетесь с кем-то, у тебя и такая профессия.
[2567.68s -> 2571.68s]  За кадром вы только друг с другом?
[2571.68s -> 2575.68s]  Или, в принципе, секс для вас такая штука, не суперважная, можно как-то вот...
[2575.68s -> 2577.68s]  Как?
[2577.68s -> 2579.68s]  Мы тогда за кадром были только друг с другом.
[2581.68s -> 2583.68s]  Ну, в кадре как бы уже, ну, понятно.
[2583.68s -> 2585.68s]  А нет такого ревности?
[2585.68s -> 2587.68s]  Нет, там, я тебя заберу из этого.
[2587.68s -> 2589.68s]  Когда вне кадра была ревность.
[2589.68s -> 2593.68s]  Мы же там тусили еще, и там есть какой-то флирт, то все, то она была.
[2593.68s -> 2595.68s]  Но работа есть работа.
[2595.68s -> 2597.68s]  Да, работа есть работа.
[2597.68s -> 2599.68s]  Феномен порнозависимости. Существует такое?
[2599.68s -> 2601.68s]  Конечно.
[2601.68s -> 2603.68s]  Что это такое?
[2603.68s -> 2607.68s]  У кого есть такая проблема или привилегия?
[2607.68s -> 2615.68s]  Мне кажется, что у меня есть, потому что уже просто так подрочить без чего-либо я не могу точно.
[2615.68s -> 2617.68s]  Без рук, например.
[2617.68s -> 2621.68s]  Без рук раньше мог, сейчас уже не могу без рук.
[2621.68s -> 2623.68s]  Типа об шкаф-потерец облокированный.
[2623.68s -> 2625.68s]  Короче...
[2625.68s -> 2627.68s]  Ха-ха-ха!
[2627.68s -> 2629.68s]  Типа фундук найти красивый.
[2629.68s -> 2631.68s]  Не, я...
[2631.68s -> 2633.68s]  И...
[2633.68s -> 2637.68s]  Ну, типа, я реально очень много выбираю порно.
[2637.68s -> 2639.68s]  Долго, да.
[2639.68s -> 2641.68s]  Это другая проблема, Вань.
[2641.68s -> 2643.68s]  Это другая проблема.
[2643.68s -> 2645.68s]  Во-первых, я смотрю порно просто в интернете.
[2645.68s -> 2649.68s]  Я захожу в режим, а-ля, скрытый браузер.
[2649.68s -> 2651.68s]  Инкогнито.
[2651.68s -> 2653.68s]  И просто вбиваю там порно, домашнее такое-то.
[2653.68s -> 2655.68s]  Лизбийское или еще какое-то.
[2655.68s -> 2657.68s]  Про категорию позже поговорю.
[2657.68s -> 2661.68s]  И у меня просто 30 вкладок уже открыты с какими-то видосами.
[2661.68s -> 2665.68s]  В это время я подрачиваю потихонечку.
[2665.68s -> 2669.68s]  Пока смотришь, выбираешь.
[2669.68s -> 2673.68s]  И, *****, ты уже потом просто...
[2673.68s -> 2677.68s]  Ладно, ***** какое там было, ладно, *****.
[2677.68s -> 2679.68s]  Уже, *****...
[2679.68s -> 2681.68s]  Уже подходят к финалу.
[2681.68s -> 2683.68s]  А ты еще порно не выбрал.
[2683.68s -> 2685.68s]  А ты уже просто **********.
[2685.68s -> 2687.68s]  Есть такой.
[2687.68s -> 2689.68s]  Это другая проблема.
[2689.68s -> 2691.68s]  Это не то что ты не можешь подрачить без порно.
[2691.68s -> 2693.68s]  Тебе тогда любое порно подходило, если не можешь подрачить без порно.
[2693.68s -> 2695.68s]  Ты просто искушенный стал в порно.
[2695.68s -> 2697.68s]  Это тоже такая штука.
[2697.68s -> 2699.68s]  Без отношений мне приходится смотреть порнушку...
[2699.68s -> 2701.68s]  Вау, ***.
[2701.68s -> 2703.68s]  Порно и в отношениях смотрят.
[2703.68s -> 2705.68s]  Короче, и есть такой момент, when ты ищешь.
[2705.68s -> 2707.68s]  *****, это мне не нравится.
[2707.68s -> 2709.68s]  Это мне не интересно смотреть.
[2709.68s -> 2718.68s]  Да, да, да. А сейчас вот это перенасыщение ты на себя интернетовское принял, и ты-то, *****, ты просто сидишь уже вот, может не надо это делать.
[2718.68s -> 2719.68s]  Реально?
[2719.68s -> 2720.68s]  Да. У меня не раз в нём.
[2720.68s -> 2721.68s]  Да, у меня не раз в нём.
[2721.68s -> 2724.68s]  Да, я очень долго выиграю, я долго выиграю, но я всё равно доходу.
[2724.68s -> 2727.68s]  Илья, ты можешь в следующий раз просто позвонить мне по видеосфере.
[2727.68s -> 2732.68s]  Не, вот простите, я хочу сказать, что мне кажется, что это дело не в том, что это порнозависимость.
[2732.68s -> 2733.68s]  9 8 5?
[2733.68s -> 2734.68s]  Просто...
[2734.68s -> 2736.68s]  А, нет, это в эфире. Потом.
[2736.68s -> 2742.68s]  Я не думаю, что это порнозависимость. Дело в том, что нам, ну, все равно, нам уже там по 30 лет всем, по 30, там, с 8.
[2742.68s -> 2743.68s]  Ой, ой, ой, целых 30.
[2743.68s -> 2754.68s]  Ну да, ну типа ты, все равно много появляется. Ну как? Раньше фантазии, безусловно, хватало. Ты там увидел где-то пол титики, ааа, месяц обеспечен, ***** дрочки.
[2754.68s -> 2764.68s]  Сейчас, конечно, типа тебе надо, ну, больше, чем просто фантазия. Фантазию тоже можно, но это как бы сложнее. Тебе надо больше напрягаться, а сейчас есть все в телефоне в целом.
[2764.68s -> 2776.68s]  Где такое? Раз, раз, раз. Единственное, что высот иногда бывает, листаешь эту ленту, порноленту, все, листаешь эту порноленту и как раз пока ищешь, разгоняешься, разгоняешься, и бывает, что кончаешь на какой-то момент, когда у тебя член, *****, вот здесь.
[2776.68s -> 2778.68s]  Ты такой, *****, я кончил на член, получается.
[2778.68s -> 2787.68s]  Да, да, да, такой, *****, странно. Вот. Но, как бы мне кажется, это не то, что порнозависимость, а просто это экономит твое время. Вот и все.
[2787.68s -> 2790.68s]  Ну, я же без порна уже, реально, но мне сложно подрочить.
[2790.68s -> 2791.68s]  Я, кстати, пытался.
[2791.68s -> 2793.68s]  Мне сложно подрочить без порна.
[2793.68s -> 2794.68s]  Стоп.
[2794.68s -> 2795.68s]  Не знаю, я спокойно.
[2795.68s -> 2797.68s]  Ты отрывки всяких всяческих моментов не можешь предоточить ни о чем.
[2797.68s -> 2800.68s]  Кажется, мы просто зависимы от быстрого способа достижения цели.
[2800.68s -> 2801.68s]  Да, да, о своих целях, да.
[2801.68s -> 2802.68s]  Так это не порнозависимость?
[2802.68s -> 2804.68s]  Это в целом такая жизнь сейчас.
[2804.68s -> 2808.68s]  Это порнозависимость. Это то, что ты описываешь, это типичная прям порнозависимость.
[2808.68s -> 2812.68s]  Ты даже сказал, что раньше мне хватало подумать о сиське.
[2812.68s -> 2813.68s]  Да, да, да.
[2813.68s -> 2818.68s]  И, соответственно, чем больше, мне надо больше. Это как раньше мне хватало выпить бокал вина за ужином.
[2818.68s -> 2819.68s]  Ааа.
[2819.68s -> 2821.68s]  А теперь, через три года алкоголизма.
[2821.68s -> 2822.68s]  Но это не алкоголизм.
[2822.68s -> 2826.68s]  Мне нужна нормальная балантайза-бутылочка. Вот это я понимаю.
[2826.68s -> 2829.68s]  Просто быстрый способ достижения цели.
[2829.68s -> 2830.68s]  Ну да.
[2830.68s -> 2832.68s]  Но типичная зависимость. Тебе сейчас нужно больше стимулов.
[2832.68s -> 2836.68s]  И выход из нее только, ни в коем случае нельзя быстро бросать.
[2836.68s -> 2841.68s]  Вот тут не так работает, как с никотином, потому что на лебида все завязано.
[2841.68s -> 2844.68s]  Куда она так говорит? Мне так страшно.
[2844.68s -> 2846.68s]  Я сейчас училку включила.
[2846.68s -> 2847.68s]  Стоп, подожди.
[2847.68s -> 2848.68s]  Переключайся.
[2848.68s -> 2851.68s]  То есть это надо от этого отходить постепенно?
[2851.68s -> 2854.68s]  От этого надо постепенно, потому что оно завязано на лебида.
[2854.68s -> 2861.68s]  Потому что если быстро, резко начать перестать вообще смотреть порно и пробовать только секс,
[2861.68s -> 2866.68s]  с каждой неудачной попыткой, либо с каждой неудачной попыткой мастурбации,
[2866.68s -> 2868.68s]  Что такое неудачная попытка?
[2868.68s -> 2872.68s]  Ну, когда ты пытаешься сразу отключить все стимулы и дрочить просто.
[2872.68s -> 2874.68s]  И у тебя нету возбуждения.
[2874.68s -> 2876.68s]  Лебида постепенно будет сходить на нет.
[2876.68s -> 2879.68s]  И в итоге есть опасность вообще лишиться лебида.
[2879.68s -> 2882.68s]  То есть ты такой, а, ***** вообще это надо?
[2882.68s -> 2886.68s]  И в итоге поэтому из этой зависимости выходит постепенно.
[2886.68s -> 2890.68s]  Я чувствую себя как будто симптомы в Яндексе забило, а там тебе рак.
[2890.68s -> 2891.68s]  Да, да, да.
[2891.68s -> 2893.68s]  Я просто смотрел порну.
[2896.68s -> 2898.68s]  Я же просто смотрел порно, господи.
[2898.68s -> 2899.68s]  Порно зависит.
[2899.68s -> 2901.68s]  Ну, короче, это же ты...
[2901.68s -> 2904.68s]  Стоп, нету выхода прям какого-то.
[2904.68s -> 2907.68s]  Рецепт выхода. Как из этого выходить?
[2907.68s -> 2909.68s]  То есть просто начинать меньше смотреть порно?
[2909.68s -> 2912.68s]  Нет, каждый раз меньше стимул делать.
[2912.68s -> 2914.68s]  Можешь по неделям расписать.
[2914.68s -> 2917.68s]  Типа первая неделя я смотрю...
[2917.68s -> 2918.68s]  Так, так, сейчас подожди.
[2918.68s -> 2923.68s]  Самое жесткое, что ты смотришь сейчас, самое такое, что тебя возбуждает.
[2923.68s -> 2925.68s]  Невероятно, да, типа возбуждает меня?
[2925.68s -> 2926.68s]  Да, невероятно.
[2926.68s -> 2927.68s]  Это вопрос.
[2927.68s -> 2928.68s]  Взывай.
[2928.68s -> 2932.68s]  А, ну не знаю, да блин, разные на самом деле настроения.
[2932.68s -> 2935.68s]  Но больше всего мне нравятся какие-то там ММЖМ, типа вот такие.
[2935.68s -> 2936.68s]  Ну, тронечки в общем.
[2936.68s -> 2937.68s]  Ну да, тронечки, да.
[2937.68s -> 2941.68s]  Ну вот, значит там первая неделя, просто смотришь пары.
[2941.68s -> 2945.68s]  То же самое, что в тронечке, там если они были с аналом, с БДСМ,
[2945.68s -> 2948.68s]  просто убираешь третьего человека, смотришь вдвоем.
[2948.68s -> 2949.68s]  Я не хочу это слушать.
[2949.68s -> 2954.68s]  Потом дальше, следующая неделя, ты то же самое делаешь
[2954.68s -> 2958.68s]  и убираешь БДСМ анал-тематику.
[2958.68s -> 2960.68s]  То есть и возвращаешься к классике.
[2960.68s -> 2963.68s]  И возвращаешься ты в итоге к тому, что тебя будет стимулировать просто...
[2963.68s -> 2964.68s]  Знаешь, к чему возвращаешься, Агелин?
[2964.68s -> 2966.68s]  К тому, что человек бреет кому-то вот так.
[2966.68s -> 2967.68s]  Да.
[2967.68s -> 2968.68s]  Что ты говоришь?
[2968.68s -> 2969.68s]  Да.
[2969.68s -> 2970.68s]  А без тых среди.
[2970.68s -> 2972.68s]  К эстокам, к этой первой кассете.
[2972.68s -> 2975.68s]  Но на последней неделе чувак вот так гитару берет.
[2975.68s -> 2976.68s]  Да.
[2976.68s -> 2977.68s]  И ты ооо, да.
[2977.68s -> 2978.68s]  Да.
[2978.68s -> 2980.68s]  И ты стал еще большим извращенным, чем был.
[2980.68s -> 2983.68s]  В общем, самое главное, чтобы у тебя это пришло к тому,
[2983.68s -> 2986.68s]  что там, не знаю, если у тебя там есть партнерша,
[2986.68s -> 2991.68s]  что вот вы утром лежите и там одеяло как-то ты снимаешь,
[2991.68s -> 2993.68s]  и вот у нее ноги видны, грудь.
[2993.68s -> 2995.68s]  И тебя это стимулирует.
[2995.68s -> 2999.68s]  А если меня стимулируют, ну типа стимулируют и это, и порно одновременно?
[2999.68s -> 3004.68s]  Да, мне кажется, если я сделаю дефицит порно в жизни этих ребят,
[3004.68s -> 3006.68s]  то они еще больше будут его хотеть.
[3006.68s -> 3011.68s]  Теперь ты можешь получать порно гораздо реже.
[3011.68s -> 3015.68s]  И ты ждешь всю неделю этой злосчастной пятницы,
[3015.68s -> 3017.68s]  когда ты можешь подрочить.
[3017.68s -> 3018.68s]  Самый прикол.
[3018.68s -> 3020.68s]  Ты можешь мастер-винением это делать.
[3020.68s -> 3023.68s]  Самый прикол, не надо уменьшать дрочку.
[3023.68s -> 3026.68s]  Дрочи в том же режиме, как всегда, даже больше.
[3026.68s -> 3031.68s]  Самое главное, чтобы все меньше стимулов, чтобы тебя возбуждали.
[3031.68s -> 3032.68s]  Да.
[3032.68s -> 3035.68s]  Да, потому что в итоге, даже если ты только пока начал,
[3035.68s -> 3039.68s]  и тебя все еще возбуждает твоя партнерша и голая сиська,
[3039.68s -> 3042.68s]  через 10 лет ты придешь к тому, что ничего не возбуждает,
[3042.68s -> 3045.68s]  и ты такой, *****, а как теперь бросить?
[3045.68s -> 3050.68s]  Дефаминчик такой быстрый, тут дефаминчик такой вкусненький,
[3050.68s -> 3054.68s]  двухминутный, а тут дефамин надо 3 часа добывать.
[3054.68s -> 3055.68s]  На *** надо?
[3055.68s -> 3056.68s]  Охренеть.
[3056.68s -> 3057.68s]  Так это работает.
