[0.50s -> 10.50s]  МУЗЫКАЛЬНАЯ ЗАСТАВКА
[2207.76s -> 2209.76s]  футболист, который готов будет пробить
[2209.76s -> 2211.76s]  человеку
[2211.76s -> 2213.76s]  пенальти. Мне?
[2213.76s -> 2215.76s]  Некая пенальти.
[2215.76s -> 2217.76s]  Пробить?
[2217.76s -> 2219.76s]  Пенальти?
[2219.76s -> 2221.76s]  Остановитесь!
[2221.76s -> 2223.76s]  Вы помните эту рекламу Сникерса?
[2223.76s -> 2225.76s]  Димон, что за балет? Играй жестче!
[2225.76s -> 2227.76s]  Поцелуй меня в пачку!
[2229.76s -> 2231.76s]  Как шишок просить!
[2231.76s -> 2233.76s]  Я предлагаю бить только
[2233.76s -> 2235.76s]  по самой мягкой части тела, чтобы
[2235.76s -> 2237.76s]  ни в коем случае не травмировать.
[2237.76s -> 2239.76s]  Вот номер шесть,
[2239.76s -> 2241.76s]  пожалуйста.
[2241.76s -> 2243.76s]  Я предлагаю ударить с мечом
[2243.76s -> 2245.76s]  себя в руку.
[2245.76s -> 2247.76s]  Вы думаете, он такой четкий вообще,
[2247.76s -> 2250.16s]  Очень меткий человек. Ну, меткий, но не настолько.
[2250.16s -> 2253.36s]  Хорошо. Номер один. Открывай, пожалуйста, ваша ставка.
[2253.36s -> 2257.96s]  Я предлагаю мягко ударить меня мечом в попку.
[2257.96s -> 2262.56s]  Мягко в попку. Хорошо. Мягко в попку.
[2262.56s -> 2266.16s]  Мягко ударить меня мечом в попу. Пять раз.
[2266.16s -> 2269.56s]  Пять раз в попу. Вот хорошая ставка. Наконец-то. Да.
[2269.56s -> 2274.36s]  Давайте, смотрите, мы останавливаемся только на фопе, чтобы не травмировать ни в коем случае остальные части тела.
[2274.36s -> 2277.36s]  Просто фопа, она действительно, как бы, ну, может принять на себя.
[2277.36s -> 2279.76s]  Номер девять. Ваша ставка. Двадцать пять ударов.
[2279.76s -> 2282.16s]  Двадцать пять ударов по заднице.
[2284.56s -> 2288.36s]  Наконец-то. Вот он, есть, герой. Двадцать пять ударов, друзья.
[2288.36s -> 2292.76s]  Это не плохая ставка. Это сразу мы задрали вашу планочку. Уго-го себе, уго-го.
[2292.76s -> 2294.56s]  Скажите, двадцать пять попадешь?
[2294.56s -> 2297.96s]  Стараюсь попасть, конечно. Я не дебану, но все-таки попасть постараюсь.
[2297.96s -> 2299.76s]  Отлично. Номер десять. Ваша ставка.
[2299.76s -> 2305.96s]  Я готова принять тридцать ударов по моей очень очаровательной попе.
[2305.96s -> 2308.36s]  Тридцать ударов, друзья. Вот так понеслась жара.
[2308.36s -> 2310.96s]  Номер девять. Да, перебивает ставка.
[2312.87s -> 2314.87s]  Перебивает ставка. Тридцать ударов.
[2315.47s -> 2317.47s]  Сорок. Сорок что?
[2317.47s -> 2319.47s]  Что, сорок ударов? Нормально сорок?
[2320.07s -> 2322.87s]  Так, это сидеть здесь до завтрашнего утра?
[2322.87s -> 2327.27s]  Просто да. Сорок ударов. Окей, кто больше? Сорок это уже прям, ну, дохера.
[2327.87s -> 2330.67s]  Что? Номер двадцать, да? Двадцать девять.
[2330.67s -> 2334.07s]  Двадцать девять. Мне нравится, что женщина. Женщина как-то эпичнее все-таки.
[2334.07s -> 2339.07s]  Я предлагаю немножко другое. Я поставлю мячик так на голову, а другие мячиком не выглядят.
[2339.07s -> 2341.07s]  Вбить. Вбить голову.
[2341.07s -> 2343.07s]  Вот это серьезное, Стоп, конечно.
[2345.07s -> 2350.07s]  Здесь, во-первых, опасно, потому что человек еще немножко после дня рождения может немножко промазать.
[2352.07s -> 2355.07s]  Опасно, опасно. Итак, сорок ударов по заднице.
[2355.07s -> 2357.07s]  Раз. Сорок ударов по заднице.
[2357.07s -> 2360.07s]  Два. Продано. Сорок ударов по заднице.
[2360.07s -> 2363.07s]  Номер девять три. Пау!
[2364.07s -> 2367.07s]  Вот номер пять. Разыгрывается специально на ваших глазах.
[2367.07s -> 2372.07s]  Прошу приступить к выполнению ставки. Михаил, занимайте боевое положение.
[2376.07s -> 2381.07s]  Ну что, друзья, мы будем считать, наверное, вместе с вами. Напоминаю, что сорок ударов у нас. Поехали тогда.
[2386.58s -> 2391.58s]  Хорошо. Раз. Окей. Нормально, Михаил?
[2391.58s -> 2392.58s]  Попа выше.
[2393.58s -> 2394.58s]  Хорошо.
[2395.58s -> 2397.58s]  О, хорошо. Сейчас было хорошо.
[2398.58s -> 2400.58s]  Неплохо. Два.
[2401.58s -> 2404.58s]  Давай, прям быстрее. У нас сорок ударов. Где-то будет час идти.
[2405.58s -> 2406.58s]  О, промазал.
[2406.58s -> 2409.58s]  Нельзя спешить наших футболистов ни в коем случае.
[2409.58s -> 2411.58s]  И пять. Хорошо.
[2411.58s -> 2413.58s]  Восемь. Восемь уже, да?
[2413.58s -> 2416.58s]  В девять это уже было. В десять уже вообще ужас.
[2421.87s -> 2428.68s]  Вот, то было. Хорошо. В десять, да? В десять?
[2428.68s -> 2429.68s]  Да.
[2429.68s -> 2431.68s]  Итак, Михаил, как дела?
[2431.68s -> 2432.68s]  Нормально.
[2432.68s -> 2435.68s]  Ну, слава богу. Поехали. Пам! Вот.
[2435.68s -> 2437.68s]  Ну, ничего страшного.
[2437.68s -> 2438.68s]  Впереди лучше.
[2438.68s -> 2440.68s]  Как сказал Аршавин, это ваши проблемы.
[2440.68s -> 2441.68s]  Ну, хорошо.
[2441.68s -> 2443.68s]  Ну, ничего страшного.
[2443.68s -> 2445.68s]  Ну, ничего страшного.
[2445.68s -> 2447.68s]  Ну, ничего страшного.
[2447.68s -> 2449.68s]  Аршавин, это ваши проблемы.
[2449.68s -> 2451.68s]  Семь. Или одиннадцать.
[2451.68s -> 2453.68s]  Ну, солдат спит, служба идет.
[2453.68s -> 2455.68s]  Все нормально, братан.
[2455.68s -> 2457.68s]  Просто можно здесь общаться.
[2457.68s -> 2459.68s]  Ничего, значит, не происходит.
[2459.68s -> 2461.68s]  Что, как у Кукоты дела?
[2461.68s -> 2463.68s]  Сколько? Сколько? В какой счет?
[2463.68s -> 2465.68s]  Я говорю, как у Кукоты дела?
[2465.68s -> 2467.68s]  У Кукоты все нормально.
[2467.68s -> 2468.68s]  Блин, кошмар.
[2468.68s -> 2470.68s]  Хорошо. На рыбалке сейчас наденешь.
[2470.68s -> 2472.68s]  Вот, хорошо.
[2472.68s -> 2474.68s]  И тридцатый. Мощно.
[2475.68s -> 2477.68s]  Невероятно.
[2477.68s -> 2479.68s]  Давай, племянник Аршавина.
[2483.68s -> 2485.68s]  Тридцать семь.
[2486.68s -> 2493.83s]  Ну, давай, мы уже...
[2493.83s -> 2495.83s]  Давай.
[2495.83s -> 2497.83s]  Лео, лео, лео, лео.
[2497.83s -> 2499.83s]  Мишаня.
[2506.36s -> 2508.36s]  Ну, смотри.
[2508.36s -> 2510.36s]  Хорошо было, молодец.
[2510.36s -> 2512.36s]  Смотрите, Мишаня.
[2512.36s -> 2515.80s]  С рук Анастасии.
[2515.80s -> 2517.80s]  Она твоей карьерой обзадумался.
[2517.80s -> 2519.80s]  Молодец.
[2519.80s -> 2521.80s]  Ладно, респект.
[2521.80s -> 2523.80s]  Друзья, ваши аплодисменты. Да.
[2523.80s -> 2525.80s]  Ставка сыграла.
[2525.80s -> 2527.80s]  Ставка сыграла. Спасибо большое.
[2527.80s -> 2529.80s]  Аплодисменты Михаилу, друзья.
[2529.80s -> 2531.80s]  Аплодисменты Анастасии.
[2533.80s -> 2535.80s]  Ставочка сыграла.
[2535.80s -> 2537.80s]  Ставок больше нет.
[2537.80s -> 2539.80s]  Респект тебе большое, Мишаня.
[2539.80s -> 2541.80s]  Эти пуанты достаются тебе.
[2541.80s -> 2543.80s]  Ну что ж.
[2543.80s -> 2545.80s]  Однажды меня спросили,
[2545.80s -> 2547.80s]  а что это за классное шоу?
[2547.80s -> 2549.80s]  Я сказал, конечно, это шоу-укцион.
[2549.80s -> 2551.80s]  Он говорит, а откуда у тебя пуанты на ногах?
[2551.80s -> 2553.80s]  Я говорю, у нас в гостях была Анастасия Волочкова.
[2553.80s -> 2555.80s]  Друзья, это шоу-укцион.
[2555.80s -> 2557.80s]  Я ведущий Игорь Чехов.
[2557.80s -> 2559.80s]  Я целую ваши мысли.
[2559.80s -> 2561.80s]  Всем здоровья, счастья, любви, меткости.
[2561.80s -> 2563.80s]  Мяу!
[2569.80s -> 2571.80s]  Редактор субтитров А.Синецкая
[2571.80s -> 2573.80s]  Корректор А.Кулакова
