[0.00s -> 1.80s]  МУЗЫКАЛЬНАЯ ЗАСТАВКА
[2085.62s -> 2087.62s]  Ну нет, мы, короче, с другом на кухне
[2087.62s -> 2089.62s]  хавали дыню.
[2089.62s -> 2091.62s]  И ели.
[2091.62s -> 2093.62s]  И в один момент
[2093.62s -> 2095.62s]  к нам заходит Аркаша,
[2095.62s -> 2097.62s]  уже изрядно выпивший.
[2097.62s -> 2099.62s]  Вот этот Аркадий, конечно, да.
[2099.62s -> 2101.62s]  И умоляет нас
[2101.62s -> 2103.62s]  дать нам тоже дыню,
[2103.62s -> 2105.62s]  нарезать ему дыню.
[2105.62s -> 2107.62s]  Мы ему говорим, Аркаша,
[2107.62s -> 2109.62s]  с алкоголем дыню нельзя.
[2109.62s -> 2111.62s]  И какой-то союз
[2111.62s -> 2113.62s]  пошел уже.
[2113.62s -> 2115.62s]  Это кувалиция, это еврея-кавпусская кувалиция.
[2115.62s -> 2117.62s]  Я очень прошу проявить эту шутку,
[2117.62s -> 2119.62s]  а вы столько автантилу.
[2119.62s -> 2121.62s]  Ну и что вы думаете?
[2121.62s -> 2123.62s]  В итоге Аркаша тоже с нами покушал дыню.
[2123.62s -> 2125.62s]  И что бы вы думали?
[2125.62s -> 2127.62s]  Заблевал все *****.
[2127.62s -> 2129.62s]  Представляете?
[2129.62s -> 2131.62s]  Своё оправдание я хочу сказать.
[2131.62s -> 2133.62s]  Ты врач.
[2133.62s -> 2135.62s]  Я просил кусочек дыни,
[2135.62s -> 2137.62s]  а не полдыни.
[2137.62s -> 2139.62s]  Да мы тебе дали зернышко, ёпта.
[2141.62s -> 2143.62s]  И то испупкает, и все равно
[2143.62s -> 2145.62s]  вааааааааааааа.
[2145.62s -> 2147.62s]  Спасибо, Лёха.
[2149.62s -> 2151.62s]  Настоящая дружба.
[2151.62s -> 2153.62s]  Господа, я предлагаю опять
[2153.62s -> 2155.62s]  уснуть всем. Город засыпает.
[2155.62s -> 2157.62s]  Можно я не буду надевать маски?
[2157.62s -> 2159.62s]  Я вот так, *****, ***** проваляюсь.
[2159.62s -> 2161.62s]  Мне уже плевать.
[2161.62s -> 2163.62s]  Надевай маску.
[2163.62s -> 2165.62s]  А что такое?
[2165.62s -> 2167.62s]  Ты боишься темноты?
[2167.62s -> 2169.62s]  Он боится уснуть.
[2169.62s -> 2171.62s]  Господа, город уснул, просыпается.
[2171.62s -> 2173.62s]  Человек, похожий на Мапию,
[2173.62s -> 2175.62s]  просыпается, он думает, что же сделать?
[2175.62s -> 2177.62s]  Что же сделать? Хорошо, спасибо большое.
[2177.62s -> 2179.62s]  Отличный выбор.
[2179.62s -> 2181.62s]  Мафия уснула, просыпается врач.
[2181.62s -> 2183.62s]  А врача убили *****.
[2183.62s -> 2185.62s]  Да мы знаем. Врач проснулся
[2185.62s -> 2187.62s]  и сделал прививку.
[2187.62s -> 2189.62s]  Врач уснул.
[2189.62s -> 2191.62s]  И умер.
[2191.62s -> 2193.62s]  Ну что же, сейчас я расставляю вам...
[2193.62s -> 2195.62s]  Да *****, хоть для меня, пожалуйста.
[2195.62s -> 2197.62s]  По всем законам жара
[2197.62s -> 2199.62s]  меня доебут до конца просто, *****.
[2199.62s -> 2201.62s]  Это что, убийца-садовник?
[2201.62s -> 2203.62s]  Так, ну что же, поскольку врача
[2203.62s -> 2205.62s]  вы выгнали, за пивом
[2205.62s -> 2207.62s]  теперь нет ни у кого, город просыпается.
[2207.62s -> 2209.62s]  Перед вами есть шоты.
[2215.62s -> 2217.62s]  Судя по реакции,
[2217.62s -> 2219.62s]  у Автодила снова алкоголь.
[2221.62s -> 2223.62s]  Мафия решила полностью
[2223.62s -> 2225.62s]  уничтожить Автодила.
[2225.62s -> 2227.62s]  Как автоботы. Автоботы!
[2227.62s -> 2229.62s]  Я не знаю, что я сделаю с этим человеком,
[2229.62s -> 2231.62s]  но ему будет очень плохо, *****,
[2231.62s -> 2233.62s]  как и мне.
[2233.62s -> 2235.62s]  Он будет тебя довозить до дома.
[2235.62s -> 2237.62s]  Случит омщение угрожающее.
[2237.62s -> 2239.62s]  Будет плохо!
[2239.62s -> 2241.62s]  Так плохо будет! Нереально!
[2241.62s -> 2243.62s]  Хорошо, господа, предлагаю вам
[2243.62s -> 2245.62s]  выпить то, что у вас находится.
[2245.62s -> 2250.34s]  Поскольку Автодила уже
[2250.34s -> 2252.34s]  два раза был
[2252.34s -> 2254.34s]  произведен выстрел.
[2256.34s -> 2258.34s]  Получается, Автодил
[2258.34s -> 2260.34s]  покидает наш город. Автодил придется тебе
[2260.34s -> 2262.34s]  показаться, кто ты был.
[2262.34s -> 2264.34s]  Мирный житель!
[2268.34s -> 2270.34s]  Мафия!
[2270.34s -> 2272.34s]  Мафия работает бесследно.
[2272.34s -> 2274.34s]  Одного человечка
[2274.34s -> 2276.34s]  она уже выгнала.
[2276.34s -> 2278.34s]  И поскольку
[2278.34s -> 2280.34s]  вы выгнали мирного жителя,
[2280.34s -> 2282.34s]  вы должны выпить опять по одному шоту.
[2282.34s -> 2284.34s]  Он тоже пьется сейчас.
[2284.34s -> 2286.34s]  Он пьет два.
[2286.34s -> 2288.34s]  Не, я считаю, что все должны
[2288.34s -> 2290.34s]  пить за столом, ребят.
[2290.34s -> 2292.34s]  Обязательно!
[2292.34s -> 2294.34s]  Ты вылетел!
[2294.34s -> 2296.34s]  Пошел *****!
[2296.34s -> 2298.34s]  Подожди, опять конкашку?
[2298.34s -> 2300.34s]  Не, Автодил, ты можешь не пить.
[2300.34s -> 2302.34s]  Спасибо большое за это.
[2304.34s -> 2306.34s]  Господа, маленько ускоримся, давайте
[2306.34s -> 2308.34s]  осталось всего ничего до конца игры.
[2308.34s -> 2310.34s]  Выпьем за то, что
[2310.34s -> 2312.34s]  вы уроды и выгнули мирного жителя.
[2312.34s -> 2314.34s]  Я уже ****** готов
[2314.34s -> 2316.34s]  *****.
[2316.34s -> 2318.34s]  По количеству матов мы понимаем,
[2318.34s -> 2320.34s]  что ты готов ****** *****.
[2320.34s -> 2322.34s]  Так она смешана
[2322.34s -> 2324.34s]  с чем-то была?
[2324.34s -> 2326.34s]  Извините, Борис.
[2326.34s -> 2328.34s]  Извините, Борис.
[2328.34s -> 2330.34s]  У меня бабушка так пьет вот эту штуку
[2330.34s -> 2332.34s]  для успокоения души.
[2332.34s -> 2334.34s]  Автодил, возьмешь себе просто пиво?
[2334.34s -> 2336.34s]  Поскольку Автодила выгнали Автодил,
[2336.34s -> 2338.34s]  тебе предоставляется слово 15 секунд
[2338.34s -> 2340.34s]  для шанс финаль.
[2340.34s -> 2342.34s]  Что бы ты хотел сказать всем?
[2342.34s -> 2344.34s]  Это была предсмертная записка,
[2344.34s -> 2346.34s]  ты вот ее запульнул нам.
[2346.34s -> 2348.34s]  Хорошо, засекай.
[2348.34s -> 2350.34s]  Мне много теплее застекло,
[2350.34s -> 2352.34s]  чтобы выморозить.
[2352.34s -> 2354.34s]  Вхожу в эти деревья,
[2354.34s -> 2356.34s]  словно в сад
[2356.34s -> 2358.34s]  и узких цветов.
[2360.34s -> 2362.34s]  Спасибо огромное, Автодил.
[2362.34s -> 2364.34s]  Великолепные финальные слова.
[2364.34s -> 2366.34s]  Автодилу еще осталось
[2366.34s -> 2368.34s]  три месяцепи.
[2368.34s -> 2370.34s]  Давай, три месяцепи.
[2370.34s -> 2372.34s]  Без нерозы!
[2372.34s -> 2374.34s]  Без защиты!
[2374.34s -> 2376.34s]  Мы еще не обсудили,
[2376.34s -> 2378.34s]  кто на кого считает, что он мафия.
[2378.34s -> 2380.34s]  Борис, начнем с тебя.
[2380.34s -> 2382.34s]  Я мирный житель, но они оба,
[2382.34s -> 2384.34s]  то есть кто-то из них мафия,
[2384.34s -> 2386.34s]  чисто методом исключения.
[2386.34s -> 2388.34s]  Но они оба хорошие, надо сказать.
[2388.34s -> 2390.34s]  Я не по одному из них не могу им ничего такого сказать.
[2390.34s -> 2392.34s]  Я очень внимательно за ними обоими следил,
[2392.34s -> 2394.34s]  когда...
[2394.34s -> 2396.34s]  Спал!
[2396.34s -> 2398.34s]  Какой ты красивый!
[2398.34s -> 2400.34s]  Не за Леха следил, получается.
[2400.34s -> 2402.34s]  А за Леха следил Борис.
[2402.34s -> 2404.34s]  Урод ******.
[2412.34s -> 2414.34s]  Давайте увеличим наказание.
[2414.34s -> 2416.34s]  Кто проиграет, ось это мирный житель
[2416.34s -> 2418.34s]  или мафия, он увозит Автодилу домой.
[2420.34s -> 2422.34s]  Домой в магазин продуктов
[2422.34s -> 2424.34s]  24 часа.
[2424.34s -> 2426.34s]  СМЕХ
[2428.34s -> 2430.34s]  Я мысль про Донзова.
[2430.34s -> 2432.34s]  Меня прервали
[2432.34s -> 2434.34s]  после предаточного предложения.
[2434.34s -> 2436.34s]  И когда поняли, что Автодилу
[2436.34s -> 2438.34s]  опять стреляли, Леха, который
[2438.34s -> 2440.34s]  Кузнецов прям разъебался,
[2440.34s -> 2442.34s]  типа ***** смешно, а Леха
[2442.34s -> 2444.34s]  Соловьев сделал прям очень спокойный.
[2444.34s -> 2446.34s]  То есть как будто бы он был
[2446.34s -> 2448.34s]  больше к этому готов.
[2448.34s -> 2450.34s]  Но Леха Кузнецов, я с ним как-то играл в маппи,
[2450.34s -> 2452.34s]  он ****** обманщик.
[2452.34s -> 2454.34s]  Не мог наиграть это все дело.
[2454.34s -> 2456.34s]  Поэтому я...
[2456.34s -> 2458.34s]  Вот, я как будто Автодилу встала.
[2458.34s -> 2460.34s]  СМЕХ
[2460.34s -> 2462.34s]  Я, короче, буду дальше
[2462.34s -> 2464.34s]  в размышлениях пока.
[2464.34s -> 2466.34s]  Хорошо, Алексей.
[2466.34s -> 2468.34s]  Я с самого начала думал
[2468.34s -> 2470.34s]  на их двоих.
[2470.34s -> 2472.34s]  К чему я пришел?
[2472.34s -> 2474.34s]  Как будто бы Борис
[2474.34s -> 2476.34s]  понимает, каково это...
[2476.34s -> 2478.34s]  Он же меньше всех нас пил и пьет.
[2478.34s -> 2480.34s]  Как будто он понимает, каково это,
[2480.34s -> 2482.34s]  чтобы ему было плохо.
[2482.34s -> 2484.34s]  И как будто бы он так не поступил.
[2484.34s -> 2486.34s]  А Леха, судя по его шуткам сегодня целый день,
[2486.34s -> 2488.34s]  да и просто я его знаю,
[2488.34s -> 2490.34s]  он как будто бы мог это сделать
[2490.34s -> 2492.34s]  и завалить Автодилу.
[2492.34s -> 2494.34s]  Поэтому я воздореваю до сих пор у двоих,
[2494.34s -> 2496.34s]  но больше склоняюсь к...
[2496.34s -> 2498.34s]  Хорошо, спасибо за мнение.
[2498.34s -> 2500.34s]  Мне так нравились его локоны,
[2500.34s -> 2502.34s]  он меня ******, *****.
[2502.34s -> 2504.34s]  Автодилу мертвые, опять же, молчат.
[2504.34s -> 2506.34s]  Мертвые кормят червей.
[2506.34s -> 2508.34s]  Просто бери очипывать себя
[2508.34s -> 2510.34s]  и в оборе.
[2510.34s -> 2512.34s]  Алексей, пожалуйста, мнение твое?
[2512.34s -> 2514.34s]  Посмотрите на него сейчас, бороду,
[2514.34s -> 2516.34s]  и на меня. Я извиняюсь.
[2516.34s -> 2518.34s]  Вот это вот. Убило бы его сейчас.
[2518.34s -> 2520.34s]  Морально, да.
[2520.34s -> 2522.34s]  Покажи члену.
[2522.34s -> 2524.34s]  Возможно, для кувалды.
[2524.34s -> 2526.34s]  Вот он.
[2526.34s -> 2528.34s]  Кто он?
[2528.34s -> 2530.34s]  Член Лехи.
[2530.34s -> 2532.34s]  Памелировал?
[2532.34s -> 2534.34s]  Что у него место?
[2534.34s -> 2536.34s]  Леха, члену метров 65.
[2536.34s -> 2538.34s]  Прикольно.
[2538.34s -> 2540.34s]  Прикольно подметил Боря,
[2540.34s -> 2542.34s]  что ты...
[2542.34s -> 2544.34s]  Какой седьмой, что ли?
[2544.34s -> 2546.34s]  Восьмой, *****.
[2546.34s -> 2548.34s]  Мне кажется, все-таки Боря,
[2548.34s -> 2550.34s]  потому что, ну, не знаю...
[2550.34s -> 2552.34s]  Прошлый был по-другому.
[2552.34s -> 2554.34s]  Хорошо, голосовая начинаем.
[2554.34s -> 2556.34s]  Поднимаем руку за того,
[2556.34s -> 2558.34s]  кто вы считаете мафия. Алексей.
[2558.34s -> 2560.34s]  Мертвый, *****.
[2560.34s -> 2562.34s]  Ты лежишь просто, ты мертвый, *****.
[2562.34s -> 2564.34s]  Два голоса.
[2564.34s -> 2566.34s]  Правильно?
[2566.34s -> 2568.34s]  Я умер, справедливость нет.
[2568.34s -> 2570.34s]  Голосовать дальше нет смысла.
[2570.34s -> 2572.34s]  Двое проголосовали против Алексея.
[2572.34s -> 2574.34s]  Алексей, нужно вскрыться, пожалуйста.
[2574.34s -> 2576.34s]  Ребят, твоя, конечно, боль.
[2576.34s -> 2578.34s]  А тебя такого не ждал.
[2578.34s -> 2580.34s]  Но я мафия.
[2580.34s -> 2582.34s]  Вау!
[2582.34s -> 2584.34s]  Город!
[2584.34s -> 2586.34s]  Я знаю, что так терпит.
[2586.34s -> 2588.34s]  Я знаю, что так терпит.
[2588.34s -> 2590.34s]  Город побеждает.
[2590.34s -> 2592.34s]  Это было чуть-чуть переиграть,
[2592.34s -> 2594.34s]  а в то дело выстрелили и Леха...
[2594.34s -> 2596.34s]  Слушай,
[2596.34s -> 2598.34s]  а я правда
[2598.34s -> 2600.34s]  понимаю, что нам
[2600.34s -> 2602.34s]  за победу...
[2602.34s -> 2604.34s]  За победу
[2604.34s -> 2606.34s]  я пью паровоз, правильно?
[2608.34s -> 2610.34s]  За поражение
[2610.34s -> 2612.34s]  паровоз пьет
[2612.34s -> 2614.34s]  Алексей.
[2616.34s -> 2618.34s]  Алексей, пять шотов перед тобой.
[2618.34s -> 2620.34s]  Мы ждем историю от тебя.
[2620.34s -> 2622.34s]  Один до истории.
[2622.34s -> 2624.34s]  Будь любезен.
[2624.34s -> 2626.34s]  Кровавая я после выхода
[2626.34s -> 2628.34s]  из кадров.
[2634.34s -> 2636.34s]  Он выпил!
[2636.34s -> 2638.34s]  Я помню,
[2638.34s -> 2640.34s]  я как-то вышел во двор
[2640.34s -> 2642.34s]  и сидел на скамейке, и у меня проходили
[2642.34s -> 2644.34s]  три женщины, что самое странное, они были мокрые.
[2644.34s -> 2646.34s]  Но прикол в том, что у нас
[2646.34s -> 2648.34s]  вокруг нет
[2648.34s -> 2650.34s]  одного водоема.
[2650.34s -> 2652.34s]  Они шли мокрые, я не знаю откуда.
[2652.34s -> 2654.34s]  Прямо одежда, они в одежде были?
[2654.34s -> 2656.34s]  Да, они просто мокрые.
[2656.34s -> 2658.34s]  А какое время года было?
[2658.34s -> 2660.34s]  Это было лето, буквально недавно.
[2660.34s -> 2662.34s]  Из-за женщины одна из них шла
[2662.34s -> 2664.34s]  и у нее вот такой прогал в зубах,
[2664.34s -> 2666.34s]  чисто по тонкую сигарету.
[2666.34s -> 2668.34s]  И вот она вот чисто идет, кайфует.
[2668.34s -> 2670.34s]  И я сижу,
[2670.34s -> 2672.34s]  они проходят мимо меня, они
[2672.34s -> 2674.34s]  поворачиваются на меня и говорят, слушай, есть
[2674.34s -> 2676.34s]  сигаретка? Я говорю, я не курю.
[2676.34s -> 2678.34s]  И одна из них такая,
[2678.34s -> 2680.34s]  *******. Они проходят чуть дальше,
[2680.34s -> 2682.34s]  они проходят чуть дальше, и средняя
[2682.34s -> 2684.34s]  женщина поворачивается на меня такая,
[2684.34s -> 2686.34s]  ну так, въеби.
[2688.34s -> 2690.34s]  Он не ****** другой, который тебя попросил.
[2690.34s -> 2692.34s]  Спасибо большое.
[2692.34s -> 2694.34s]  Нет, я такой карусель эмоций испытал,
[2694.34s -> 2696.34s]  мне сначала ******** назвали, просто потому что
[2696.34s -> 2698.34s]  они естественно мухущие, половину,
[2698.34s -> 2700.34s]  они мокрые просто.
[2700.34s -> 2702.34s]  Вот, и такая история.
[2702.34s -> 2704.34s]  Ну, я тогда вообще карусель эмоций испытал.
[2704.34s -> 2706.34s]  *****, пей все, история *****,
[2706.34s -> 2708.34s]  давай номеральная карусель.
[2708.34s -> 2710.34s]  Спасибо за историю.
[2710.34s -> 2712.34s]  Если...
[2712.34s -> 2714.34s]  Это, *****, чистое было, это не шоу.
[2714.34s -> 2716.34s]  Давай, давай, слабак,
[2716.34s -> 2718.34s]  волосы назад.
[2718.34s -> 2720.34s]  Давай, *****. Кстати, у Алексея
[2720.34s -> 2722.34s]  девушка есть, которая тоже держит его волос, когда он
[2722.34s -> 2724.34s]  блюет. Это правда.
[2724.34s -> 2726.34s]  Я с тобой один на один.
[2726.34s -> 2730.94s]  Бронепояс не остановить.
[2730.94s -> 2732.94s]  Господа,
[2732.94s -> 2734.94s]  и поскольку...
[2736.94s -> 2738.94s]  АПЛОДИСМЕНТЫ
[2738.94s -> 2740.94s]  Нам в подарок ручки.
[2740.94s -> 2742.94s]  Поскольку игра сыграна,
[2742.94s -> 2744.94s]  пятером вы играли две игры, вы каждый
[2744.94s -> 2746.94s]  замечали, как кто играет.
[2746.94s -> 2748.94s]  Пять тысяч на кону, вам нужно определить, кто
[2748.94s -> 2750.94s]  из вас был лучшим игроком.
[2750.94s -> 2759.24s]  Все сделали выбор,
[2759.24s -> 2761.24s]  теперь, господа, очень коротко, Борис,
[2761.24s -> 2763.24s]  говори, кто лучший игрок и почему.
[2763.24s -> 2765.24s]  Буквально в пять секунд.
[2765.24s -> 2767.24s]  Ну, очевидно, сделали шоу два человека,
[2767.24s -> 2769.24s]  Автон Дилл и тот, кто его набухал
[2769.24s -> 2771.24s]  окончательно, вот.
[2771.24s -> 2773.24s]  Кто большую часть фото в Автон Дилл
[2773.24s -> 2775.24s]  выпил, ну, пять, своей же тупостью,
[2775.24s -> 2777.24s]  то поэтому лучший игрок
[2777.24s -> 2779.24s]  Автон Дилл, очевидно.
[2779.24s -> 2781.24s]  Отлично, Автон Дилл, есть.
[2781.24s -> 2783.24s]  Один голод, Автон Дилл, Алексей,
[2783.24s -> 2785.24s]  пожалуйста, свое мнение. Я подумал, что лучший игрок
[2785.24s -> 2787.24s]  в плане игрок в мастерию
[2787.24s -> 2789.24s]  и Аркаш сегодня делал выводы
[2789.24s -> 2791.24s]  такие же, как и я, а я был прав
[2791.24s -> 2793.24s]  каждый раз, поэтому я
[2793.24s -> 2795.24s]  согласовался за Аркадию. Аркадий, великолепно,
[2795.24s -> 2797.24s]  Аркадий тоже получил один голод.
[2797.24s -> 2799.24s]  Автон Дилл, свое мнение.
[2799.24s -> 2801.24s]  Боря сделал мне хорошо
[2803.24s -> 2805.24s]  и вот в столовую.
[2805.24s -> 2807.24s]  А потом начались съемки.
[2807.24s -> 2809.24s]  Он натронил всех на меня,
[2809.24s -> 2811.24s]  я набухался, мне *******, Боря.
[2813.24s -> 2815.24s]  Боря, комплимент тебе.
[2815.24s -> 2817.24s]  Пока по одному голосу
[2817.24s -> 2819.24s]  Автон Дилл, Боря и Аркадий,
[2819.24s -> 2821.24s]  Алексей. Мне очень было интересно
[2821.24s -> 2823.24s]  посмотреть за пьяным грузином, такое ред
[2823.24s -> 2825.24s]  побывает на жизни, поэтому Автон Дилл.
[2825.24s -> 2827.24s]  Автон Дилл, есть два голоса.
[2827.24s -> 2829.24s]  Два голоса Автон Дилл и...
[2829.24s -> 2831.24s]  И он пять тысяч выиграл?
[2831.24s -> 2833.24s]  Вот этот человек,
[2833.24s -> 2835.24s]  который не пьет
[2835.24s -> 2837.24s]  крипачки. А вот мы узнаем,
[2837.24s -> 2839.24s]  Аркадий, последнее слово тебе.
[2839.24s -> 2841.24s]  Нет, уже нельзя.
[2841.24s -> 2843.24s]  Я считаю, что лучшие потные подмышки
[2843.24s -> 2845.24s]  это Автон Дилл, а так победил Леха.
[2845.24s -> 2847.24s]  Он был шикарен, история шикарная.
[2847.24s -> 2849.24s]  А у Леша один, а у меня два.
[2849.24s -> 2851.24s]  Алексей один, ну что ж,
[2851.24s -> 2853.24s]  есть победитель, это Автон Дилл
[2853.24s -> 2855.24s]  Георго Биани!
[2855.24s -> 2857.24s]  Я считаю,
[2857.24s -> 2859.24s]  бронепоезд
[2859.24s -> 2861.24s]  победителю.
[2861.24s -> 2863.24s]  Автон Дилл, ну что же,
[2863.24s -> 2865.24s]  пять тысяч рублей честно ты заработал,
[2865.24s -> 2867.24s]  ты набухался, повеселил всех,
[2867.24s -> 2869.24s]  проголосовали за тебя
[2869.24s -> 2871.24s]  преступника Автон Диллу!
[2871.24s -> 2873.24s]  Лучшая игра на сегодня!
[2873.24s -> 2875.24s]  И в качестве маленького
[2875.24s -> 2877.24s]  бонуса.
[2877.24s -> 2879.24s]  За бабки хоть от сосу зелегиру.
[2881.24s -> 2883.24s]  Я считаю, это не честно,
[2883.24s -> 2885.24s]  твой рот ты мне проиграла,
[2885.24s -> 2887.24s]  не зелегиру.
[2887.24s -> 2889.24s]  Спасибо огромное вам, парни, это была Алка Мафия,
[2889.24s -> 2891.24s]  всем пока!
