,video_name,stt_name,category_name,title,description,meteor,stt_sum,len,len_tokens
208,208.mp4,208.txt,Музыка/Клипы,LocatiON | Bolo Young - Восторг,"Группа Bolo Young с «Восторгом» в музыкальном автобусе едет по улицам Москвы, исполняя свою песню в лайф формате. Однокадровое музыкальное видео дополняется небольшим интервью музыкантов в конце.",0.0,"Дай мне глоток Для нее я словно вызов А на пароль это мозга вынос Но ничего не поделать Это любовь, ее не переделать Ссоры запевает страсть Это не кино, это песня про нас Чувство в лосок тащит ветер Лисок, пачки сока Несок мы отметим, дай мне глоток Чувство в лосок тащит ветер Лисок, пачки сока Несок мы отметим, дай мне глоток У меня так много сюрпризов Что ни день для нее новый вызов То дарит по данным деталям То на пару дней пропадаю с друзьями Как никто другое меня знаешь Несмотря ни на что все мне прощаешь Глянула как гром нашу дату Ты как первый день ***** Это чувство в лосок тащит ветер Лисок, пачки сока Несок мы отметим, дай мне глоток Чувство в лосок тащит ветер Лисок, пачки сока Несок мы отметим, дай мне глоток Чувство в лосок тащит ветер Лисок, пачки сока Несок мы отметим, дай мне глоток У нее так много сюрпризов Сколько, сколько и капризов Для нее я просто вызов А она порой это мозговый нос Чувство в лосок тащит ветер Лисок, пачки сока Несок мы отметим, дай мне глоток Чувство в лосок тащит ветер Лисок, пачки сока Несок мы отметим, дай мне глоток Несок, пачки сока Несок мы отметим, дай мне глоток Несок мы отметим, дай мне глоток",2,27
209,209.mp4,209.txt,Развлечения,Женский труд | Расписная шкатулка | Выпуск 2,Две красотки за тридцать тысяч рублей пытаются сделать расписные шкатулки.,0.0,"На все про все у девчонок будет 30 минут, при этом у них будет возможность получить по одной подсказке. Позвони мужику своему, пускай подсказывает, как это делать. Ладно, называть крепость не будем, но хотя бы расставить пиво по возрастанию. Вы сейчас можете побороться на руках, как это делают пьяные мужики, и если ты выигрыш, ты забираешь ее изделие себе.",1,10
210,210.mp4,210.txt,Кулинария,Домашняя кухня от шефа: Выпуск №5,"В пятом выпуске своего кулинарного шоу Саша Белькович раскроет тайну нежных и сочных сырников, буквально тающих во рту! А также покажет как приготовить необыкновенно вкусный и необычный сметанный соус к ним. Следуя рецепту шефа, вы получите идеальное блюдо для вашего завтрака.",0.0,"ну что рутуб готовься сейчас покажу рецепт классных домашних сырников знаете что самое главное в сырниках чтобы они были внутри несухие несостоящие из манки большого количества или муки чтобы такие были как пирожки а нежные творожные прям деликатные чтобы они прям таяли во рту а еще помимо сырников покажу как их сделать классными желтенькими красивыми в хрустящей такой корочки а внутри очень будут нежные и еще покажу к ним классный соус на основе сметаны и кое-чего интересного поехали для начала делаем массу для сырников просто на самом деле знаете сырники немногие умеют готовить часто делают у всех они разъезжаются либо сгорают либо не доготавливаются либо похоже не на сырники а на пирожки потому что в них много муки они такие знаете пузатые хоть руками бери ешь и никакой нежности там нет смотрите как это исправить значит для начала творог творог выбирайте средней жирности я слишком жирный не люблю потому что он во время приготовления разъезжается поэтому примерно 5 6 процентов мне кажется идеальные идеальная жирность для творога перекладывайте в миску смотрите тут есть если прям хотите совсем такую нежную консистенцию то можете творог перетереть через сито через мелкое чтобы у вас прям крапинок не осталось но если творог нежный как у меня то теоретически можно его так вот передавить вилкой смотрите просто беру вот так вот вилочкой и перетирают до однородной консистенции вот просто творог он бывает продаётся такой мокренький неженький а бывает так вот прям супер плотный зернистый плотно зернистый классно как раз перетереть через сито если он все-таки нежно вот как это то можно перетереть вот так вот вилкой и получится хорошая правильная консистенция здесь запаситесь временем и как следует его так вот протри handy какие проблемы с сырниками происходят первое Когда жарятся сырники, они у вас разъезжаются и не держат форму. Второе, сырник чаще похож не на сырники с творога, а на такой, знаете, пирожок, которым большое количество муки. Чуть-чуть соли, одну маленькую, небольшую щепотку. Просто вот такие маленькие сырнички можно и здесь тихонечко обжарить на небольшой температуре.",3,41
211,211.mp4,211.txt,Развлечения,Полупановы. «Эпизод 5»,"Подписывайся на все наши каналы на Rutube, находи слово, спрятанное в видео, и пиши его в комментариях под постом в Instagram. Может быть, именно ты заберешь iPhone 13 Pro. Ссылки на наши каналы: Антон Протеинов - / Люди у которых клюёт - / Максим Народный - / Пойдём отойдём - / ПОЛУПАНОВЫ - / Тот Самый Мент - / Тяпа - / Смехмашина - / Шляпа - /  Ссылка на пост в Instagram - /  В этом эпизоде Наташа пытается пересилить Полупановых с помощью органов опеки и попечительства.",0.0,"Я решился и хочу подарить одному из своих подписчиков iPhone 13 Pro. Вот вы сами сейчас, пожалуйста, посмотрите, в каких условиях живет ребенок. Тань, я не знаю, может ему перегноем как-то посыпать, чтоб подросло? Да похоже, что ты говоришь.",3,90
212,212.mp4,212.txt,Спорт,Команда FCM Racing Team на Байкальской миле 2020,"Эта команда привезла на Байкал соль Бонневилля. Установив два мировых рекорда на соляном озере в США, команда FCM Racing Team организовать свой российский фестиваль “Байкальская миля” и благодаря поддержке партнеров и друзей, идея Байкальской миляи реализовалась! Уже два года подряд  участники со всей России и из стран Европы демонстрируют свои рекорды на льду великого озера Байкал! Желаем всем новых побед и до встречи на льду! Video @dvastvola_pro",0.0,Спорт,5,68
213,213.mp4,213.txt,Развлечения,Такой расклад. Эфир 7. Таро. Про отношения в семье,"В этом выпуске шоу «Такой расклад» вы увидите таролога Ксению ПроТаро и ведущую Янину Студилину. Встречаемся в 20:00! Тема недели и этого выпуска – отношения в семье. В прямом эфире Ксения с помощью таро ответит на вопросы об в отношениях с близкими и дальними родственниками, о проведении совместного досуга, о пользовании совместным имуществом, о выборе близких людей и вообще о том, как ужиться вместе. Любые вопросы, связанные с темой, приветствуются! Дорогие зрители, вопросы по теме можно задавать в чате прямо на странице трансляции. И по ссылкам: Telegram-бот  Официальная страница RUTUBE -23459697_133623 В среду 23 ноября в 20:00 в студии, как обычно, рунолог Дарья Холикэт. Готовьте вопросы и включайте прямой эфир!",0.0,"Возможно, тебе нужно… Да, кстати, возможно, ты встретила. Здесь, возможно, знаете как, хотя она не озвучила этот момент, но здесь, возможно, ей стоит свои вот это слишком рациональное отношение к семье и какие-то обиды и затыки, которые, возможно, кстати, есть с детства у нее. Все приходит на состояние этой работы, так абсолютно у всех, не только у мужчин, но и у женщин, то есть когда женщина наполненная, когда она любит себя, когда она понимает и, самое главное, принимает себя, тогда естественно в ее жизни появляется мужчина, который хочет делать для нее все. На самом деле, если она переедет, если они все-таки оставят отчий дом жены, то здесь новые перспективы однозначно будут абсолютно для нее.",8,111
214,214.mp4,214.txt,Лайфстайл,Почетный гражданин | Выпуск 5 | Кострома,"Кострома - город ремесленников, новогодняя и одновременно сырная столица России. В новом выпуске нашего шоу участникам предстоит отправиться в гости к самым музыкальным жителям Костромы и заслужить звание Почетного Гражданина. Главный герой выпуска - Мичелз @michelz__",0.0,"Сегодня нашим участникам предстоит отправиться в гости к самым музыкальным жителям Костромы и заслужить звание почетного гражданина. Вы молодцы, вы справились с моими заданиями, вы получаете небольшие подарки и подсказку, чтобы вы ждали следующие испытания. а долго же фонограмма идет долго долго серьезно было потрясающе а мы продолжаем дальше наш путь нам пора идти да помчали помчали ну друзья без подарка я не мог вас оставить то это у тебя за шляпа вот надо я мечтал об этом все время это подсказка это следующие ваши задания терем волшебный заждался друзья там внучка известного деда подарки у елки давно уж стоят вас ждет путевая карета а вот как раз карета наш погнали давай я как инстинкт джентльмен хорошо хорошо залетай оба камера вообще невероятно просто да сколько можно испытать эмоции в один день думаю это еще не вечер еще будет много всего самое главное что люди здесь как ты уже сказала такие прям открытый добрый абсолютно именно на костровской земле драматург александр астровский написал сказку про снегурочку а в 2008 году ей построили настоящий дом ну что ж окунемся в русскую сказку здравствуйте гости дорогие рады приветствовать и вас твоим волшебном теремочки скажите как ваше настроение хорошее бомбовое вообще покажите желаете поморозиться в ледяной комнатке тогда проходите за мной найдите среди сладостей следующую загадку только чур без рук ну давай у меня на улицу чайковского бегите корову вы в музее подаите чтоб с пустыми руками к цыганам не идти попробуйте самое сырное место найти Идем? Ребята отправляются отведать кусочек костромского золота, местного сыра, производимого только в Костроме.",3,36
215,215.mp4,215.txt,Юмор,Тот самый мент I Выпуск 6I Мент перепутал магазины,"В начале рабочего дня, Максим Константинович объявляет операцию по трудоустройству населения. Позже наш Начальник и Ольга ПДН отправляются в секс-шоп, чтобы по скидке приобрести новую полицейскую форму, а Чернобыль, чтобы укрепить авторитет на районе делает наколки. Поддержите видео лайком, а канал подпиской!",0.0,"Какие пацаны, Лёха? Вот смотри, какие здоровые. Вот так и думал, потому что ты сам на человека не похож, что еще других таким делаешь? В общем, очень там круто, обязательно переходите на канал Максим Народный и проводите холодный осенний вечерок по чашке кофе и под мои видосы.",3,42
216,216.mp4,216.txt,Блоги,TikTok Дайджест I Выпуск 8 I Игра в кальмара в реальной жизни? Лиза Анохина долларовая миллионерша?,"Игра в кальмара в реальной жизни? Лиза Анохина долларовая миллионерша? Вторая свадьба Моргенштерна? Ответы на эти вопросы, смотрите в новом выпуске TikTok дайджеста!",0.0,"С вами Настя Витонова, и это тикток-шоу, и сейчас я вам расскажу новости самой популярной платформы в мире. Начнем с лучшей рубрики «Чё нового?». Кстати, Netflix запускает «Игру в кальмара» в реальной жизни. Итак, маяшкины, а теперь переносимся во вкладку «Интересное».",4,23
217,217.mp4,217.txt,Кулинария,Шеф I Выпуск 5 I Омлеты,"В этом выпуске «Шефа» Павел Коклюшкин приготовит омлет сразу по двум рецептам. Сначала он познакомит нас с классическим французским омлетом «Пуляр», а потом мы все вместе отправимся на машине времени в СССР за омлетом «из детства». Пальчики оближешь!",0.0,"Мы берем сковородку, включаем ее для того, чтобы чуть-чуть нагреть. Можно приготовить пуляр полностью на сковородке, а можно воспользоваться духовкой, чтобы не пропустить момент и нижняя часть желтков не подгорела. Нам понадобится миска, яйца, молоко, ну и, конечно же, сливочное масло. Самый главный момент в нашем рецепте.",3,38
218,218.mp4,218.txt,Блоги,На связующих | Женя Искандарова,Ты смотришь «На Связующих». Сегодня у меня в гостях - Женя Искандарова. А звонить мы будем неповторимой - Анне Хилькевич.,0.0,"В случае, если мы находим номер, но не дозваниваемся до Аня или же не найдем номер Ани Хилькевич, одному из подписчиков за самый креативный комментарий мы сливаем твой номер телефона. Я не знаю, я ему позвонил пару раз, он трубку не взял. Так, я такую же легенду, как и ты, скажу, что вот не могу дозвониться до Саши, а он скажет, а вот он, Саша, звони ему. Так. Давай позвоним по номеру, который продиктовал менеджер Стаса Ярушина.",3,20
219,219.mp4,219.txt,Развлечения,БЮРО ДОБРЫХ ДЕЛ | 47 В ИГРЕ | РЕАЛИСТИЧНЫЕ ГРАФФИТИ | УЛЫБКА НА СОЛНЦЕ,"Добро пожаловать на канал «Бюро Добрых Дел»! Его глава – это я, Лариса Брохман. А миссия нашего Бюро – искать самые добрые и хорошие новости по всему миру, чтобы рассказать их вам. В этом выпуске: - Ученые обнаружили, что Солнце может улыбаться - Как граффити могут стать достопримечательностью города. - Ксения Егорова в «Добром репортаже» отправилась на улицы Москвы! - Специальный гость Саша Лебедев о съемках своего документального фильма «47 в игре» Эти и другие добрые новости мы собираем регулярно, чтобы поднять вам настроение, сделать ваш день чуточку радостнее и светлее. По вопросам рекламы пишите на email",0.0,"Вот, например, у меня куртка сделана из пластика. Кстати, хочу заметить, что на каждом из стендов есть вот такой интерактивный экран, где представлены различные игровые сюжеты по разным вопросам. В общем, благодаря этим игровым сюжетам вы можете узнать ответы на все интересующие вас вопросы о том, как сохранить окружающую среду. Я думал, что, наверное, нет, это не та тема, о которой нужно что-то делать.",7,97
220,220.mp4,220.txt,Авто-мото,$1000 шоу | 5 выпуск | Авто-бильярд,"В моем шоу, каждую неделю я буду устраивать безумные челленджи среди своих подписчиков! На этой неделе это будет «Авто- боулинг», по правилам челленджа, каждому из 4 участников даётся 1 попытка, чтобы затолкнуть все 15 шаров на площадке в одну из двух луз. На это я даю 5 минут, кто забьет больше- победит и заберёт 1000$! Готовьте чайку, устраивайтесь поудобнее, поехали!",0.0,"За одну минуту он уже забил три меча. Подо мной лопнул шар, я смотрел на его взгляд, потом я понимал, что что-то идет не так, начал переживать, что это какое-то штрафное очко, это будет шар минус в мою сторону, или что может пойти не так. Мне кажется, Илья точно не выиграет. Восемь мячей, восемь мячей, давай вперед. Интересно, будь кто-нибудь, кто будет медленно, спокойно забивать эти мячи.",4,60
221,221.mp4,221.txt,Кулинария,Домашняя кухня от шефа: Выпуск №3,"Надоели новогодние салаты, и вы уже не знаете, что приготовить? Домашняя кухня от шефа поможет! Саша Белькович покажет, как правильно приготовить всемирно любимый Цезарь. Какие ингредиенты использовать? Как правильно приготовить соус? Как правильно пожарить курицу? Ответы на эти вопросы вы найдете в третьем выпуске шоу “Домашняя кухня от шефа”!",0.0,"В общем-то просто с грудкой получится цезарь немножко сухой, ну и не всегда такой, знаете, такой супер сочный, насыщенный. Заправка для цезаря. Внимание, друзья, заправка в цезаре — это самое важное, потому что если заправка качественная и вкусная, тогда можно замешать все ингридиенты, и это будет вкусно. Курица у вас 100 процентов сочная получится, потому что она из бедра, правильно промаринованная.",7,49
222,222.mp4,222.txt,Юмор,Тяпа I #10 I НАШЛИ ЗОЛОТУЮ СЕМЕЧКУ. ЛЫСЫЙ ПРОГЛОТИЛ ЗОЛОТУЮ СЕМЕЧКУ. ДОСТАВАЛИ ВСЕЙ БОЛЬНИЦЕЙ,"Наши герои Тяпа и Чернобыль ищут в пачках из под семечек ту самую, золотую семечек! И представляете, у них это получается, но происходит конфуз! Смогут, ли они ее достать увидите в этой серии!",0.0,"И вообще, когда найдем золотую семечку, я знаете, на че все деньги потрачу? Андрюха он проглотил золотую семечку. Есть, Андрюха, вот она, это по-любому золотая, золотая семечка там. Давай, доктор, что там делать?",3,33
223,223.mp4,223.txt,Юмор,Антон Протеинов I #4 I Самые эффективные упражнения дома,"В этом выпуске Антон Протеинов познакомит вас с упражнениями в домашних условиях. Разберет главные ошибки и расскажет, какая мышца является самой сильной.",0.0,"Сегодня я буду тренировать мышцы языка при помощи Артёмки. Итак, разберём основные упражнения с мусорными мешками. Уже через 5-10 секунд мусор поймёт, что он слабее и сам уйдёт из вашей квартиры. Упражнение третье.",2,22
224,224.mp4,224.txt,Музыка/Клипы,locatiON | Павел Мурашов - девочка в красивом платье,Окунитесь в атмосферу клипа и насладитесь глубоким и чистым звучанием песни в исполнении известного российского музыканта Павла Мурашова. Приятного прослушивания с locatiON ?,0.0,"Девочка Так хочется и хочется жить так, как те самые С экранов так же весело, чтоб знали все Что у нее есть тоже наблюдатели с той знаменны Но детский взгляд еще и вроде не маленькая, но прячется Зачем сама не знает, стесняется И быстро так домой возвращается Ты скажи, куда бежишь, куда едешь Ты на метро в ночном такси, куда ты спешишь Где-то там внутри тебя знает, ты стучит, чего хочешь ты Ты скажи, куда бежишь, куда едешь Ты на метро в ночном такси, куда ты спешишь Где-то там внутри тебя знаешь точно, ты чего хочешь Но ты молчишь. Оставай висы в бокале кристалл, И вроде привыкла зону с детьми К обычному ночному циклу От цицны на свете. Вокруг одним отеля и мебель И странная вода, как музей. Интересно, Но трогать можно, Если честно, прелестно.",2,23
225,225.mp4,225.txt,Кулинария,"Лизер, Хинкал традиционный | Kitchen Stories | Выпуск 2","Знаете, как собрать дома большую компанию и никого не оставить голодным? А чем Хинкал отличается от Хинкали? Или может у вас есть свое мнение почему Drake - Мем? На все эти и другие, не менее интересные вопросы вы найдете ответы в новом выпуске шоу Kitchen Stories.",0.0,"Начнем мы с подогревания воды, чтобы она закипела Вначале возьмем лук, нужно резать квадратиками У меня на самом деле мама научила готовить хинкал Она готовит очень вкусный Я часто зову своих друзей на квартиру, мы сидим кушаем Всегда очень приятно, дает какие-то отголоски детства Мне было достаточно легко научиться, потому что я в детстве всегда сидел на кухне, наблюдал, как мама готовит Подъедал там все время Скажи мне пожалуйста, хинкал и хинкали, они очень созвучны в названии Но это абсолютно разное блюдо Очень часто путают на самом деле Причем почему-то очень мало людей в Москве, в России знает Что такое хинкал Я когда говорю, вот хинкал люблю, они такие, что, хинкали? Kanye Да безусловно Kanye музыкант, Kanye действительно Новаторы и творческая личность И очень круто, что за что бы он Не брался, будь то кроссовки Музыка Сам продюсинг Все это получается очень круто И мне кажется, что у нас в России Очень сильно любит Drake Очень много рэперов все время про него ловит Я думаю, что его в мейнстриме просто любят Короче Drake, знаешь, он похож на Американского Тимати Просто который делает Хорошую музыку Такой же мемный, такой же смешной Берет под себя Трендовую музыку Как-то немного видоизменяет ее И поэтому скорее всего остается на волне Drake, как по мне Коммерс До всех клеток И можно сказать Самый финансово успешный музыкант Слушай, мне Это ни о чем не говорит Так пойдет или меньше? Да, салатница большая Но на самом деле не тот и не этот альбом Я бы не назвал альбомом года А какой альбом для тебя стал альбомом года? Ну, Джей-Зи, МНМ, Кендрик Кендрику еще рановато Там должно какое-то прям очень-очень Ну смотри, доктора Дрея можно Ну просто смотри, Джей-Зи Я считаю, что это один из лучших рэперов В современности, потому что Я бы сказал, что в истории даже Да, да, в истории, потому что он Голос улиц прямо, знаешь Вот этих прожектов То есть ему достаточно Просто пару слов на микро сказать И ты уже чувствуешь гангстера Ты обратил внимание, что как бы не менялось время Какие бы не включались тренды Он может зайти на любой бит Со своим узнаваемым стилем И это все равно будет актуально Слушай, я знаю такую тему, что он вообще Одним тейком свои куплеты записывает Есть очень прикольная история На дебютном альбоме Джей-Зи У него есть совместный трек С Бигги Бруклин Файнест Был диджей, у которого На студии находился бит, предназначенный Джей-Зи На эту студию приехал Бигги Услышал этот бит и такой Во, блин, дай его мне Ужас, когда то, что Джей-Зи еще с тех времен То есть он с Бигги Ну просто С ума сойти И Бигги говорит, я хочу этот бит, дай его мне Чувак говорит, что, мол, нет Это бит Джигги Так-то, так-то И каким-то там образом им устраивают Тайную встречу, потому что Джигга не хотел этим битом ни с кем делиться Они садятся на студию Вроде как-то поболтали, нашли точки Соприкосновения Договорили, что это будет совместный трек Потом заходит в рубку, читает Все свои части Делая паузы Ровно в тех местах, где должен сказать Бигги И выходит Бигги на это дело",4,46
226,226.mp4,226.txt,Развлечения,Шоу «Пацанский Клининг» (выпуск 2),"Подписчик попросил Зему, Сундука, Тяпу и Олю убраться у него дома после очередной вписки.  Кто бы мог подумать, что Зема будет мыть туалет подписчика? Ну а Тяпа поругается с хозяином квартиры из-за бутылки. Эти и другие приключения ждут наших блогеров в новом выпуске шоу «Пацанский Клининг».",0.0,"Ну а когда открывается кухонка или зал, ты понимаешь, что, извините, Сергей, какую ***** ты тут вообще устроил, ты мне скажи, пожалуйста. Так, ну, давай, раздевайся, и сразу пойдем в комнату, потому что я там убирался. Я просто видел в сундук, как ты его здесь вот вылизывал, вот, обратите внимание, ну чисто же, да? Начинал ты с шедеврально чистой, на первый взгляд, комнаты, которую убирал Денис.",4,47
227,227.mp4,227.txt,Видеоигры,Гейм разбор. Выпуск №5 - Cyberpunk 2077 - реакция футуролога,В этом выпуске футуролог реагирует на Cyberpunk 2077. Что нас ждёт в будущем? С какими проблемами столкнётся человечество? Как на жизнь людей повлияют высокие технологии? Ответы на эти вопросы вы найдете в пятом эпизоде шоу «Гейм разбор».,0.0,"И вот здесь в киберпанке мы этого не видим. Я работаю над тем, чтобы сделать это реальностью сейчас. И в будущем, очевидно, этого будет происходить гораздо больше, пока в какой-то момент не начнутся вот эти переходы между содержимым головы человека и внешними компьютерными системами. То, что сегодня на самом деле в нашем мире уже происходит.",5,37
228,228.mp4,228.txt,Развлечения,Трейлер «МультНайтШоу».,Смотри каждую пятницу ироничное анимационное шоу об актуальных новостях и героях!,0.0,"Добрый день, вечер, ночь или, когда вы там включили, рутьюрчик. Это единственное мультипликационное шоу о том, что происходит в реальном мире. Здравствуйте! Ого, и вам здравствуйте!",1,11
229,229.mp4,229.txt,Блоги,Пробы | Выпуск 3 | Шар судьбы,Гера Тёплый сталкивается на кастинге с паранормальными силами и отбирает актёров для сериала про таинственную гадалку.,0.0,"оооооооооооооооооооо дай хотя бы мне�з бинзе  заSpit Netflix Жди меня в шоупробы попадают начинающие актеры они еще не знают, но впереди ждет etwas необычного прошедшие снимутся в новом детище экстравагантового режиссера Геры Теплова приятного просмотра Оу Оооууууу, намасте! И прям попробуй, смотри туда, прям прожигай мне. А по свитеру ты скажешь, работаем, давайте, давайте. Я пролежала в коме, А когда вышла из нее, мой муж нашел в себе другую женщину.",1,16
230,230.mp4,230.txt,Развлечения,Алкомафия I #6,"Это Алкомафия! Шоу, в котором комики играют в мафию и пьют горячительные напитки. Градус игры повышается с каждым выпитым бокалом. На розливе ведущий Семен Голубь. Сегодня за звание лучшего игрока и пять тысяч рублей сражаются Борис Зелигер, Владислав Копытов-Шамрай, Артём Сивчук, Алексей Серенко, Сергей Хасл.",0.0,"Ну что, Боря, вернемся к тебе, Борис, слово тебе скажи нам, кто мафия, кто врач? Я правильно понимаю, что сейчас каждый из нас сказал какое-то мнение, решение, но в первую ночь не происходит никакого суда, никто никого, собственно говоря, не убивает. — Вот так. — А, подожди, поскольку теперь моё время говорить, плохую шутку скажу, вы сейчас отмотайте назад, там, значит, Борис говорил, что, типа, представляете, в городе одновременно просыпается и мафия, и, собственно, доктор. — Короче, вовремя в целом, я как и думала, что врач в своей стороны, помните, что врач методопринимает решение, что это кто-то из них, как оно и оказалось, поэтому я бы доверялась твоей первоначальной чуйке, я как думала, что мать Артем Севчук, я так и думаю, хотя, возможно, это и Влад Кобытов Шамрай, но у меня больше подозрений вызывает Артем, не знаю.",5,45
231,231.mp4,231.txt,Путешествия,"Почетный гражданин, 2 сезон | Выпуск 6 | Сортавала","Женя Искандарова и Дима Красилов отправляются в одно из самых красивых мест России - удивительный северный край, место, где оживает история и переплетаются культуры разных северных народов, все это Карелия. Для того, чтобы заслужить звание Почетный гражданин, героям предстоит посетить самый старинный город Карелии Сортавала, увидеть уникальный природный парк Рускеала, а также распутать загадочную историю похищения в Рускеальском экспрессе.",0.0,"Ты знаешь, на самом деле я тебе хочу сказать, очень редко бывает такое, что нас где-то ждет такси. Ого, вы угадали первое слово! Нет, это сейчас он Сортавала Ага А тогда что-то совсем другое по-моему, так у нас должны быть два варианта ответа, а их нет Мне кажется, мы эти чуть-чуть это сказка Что? Женя, Женя Я не шучу, это реально страшно Наш поезд под названием разум уходит Давай быстрее Дима Прикосновение будет больше Дима, тихо, заскинись Так, все, тихо, тихо Сердоболь или Сордовала Забирай обе, мы тут решили Сордовалы Я забыла ключ Сюда неси коробки, тут разберемся Ты сейчас сам упадешь Сердоболь Вот вам не хватает Сердоболя, хоть немножко И Сордовала Все, это лишние нагрузки Это лишние килограммы Это лишние килограммы Убегай Убегай от неприятных стяжений Давай, давай, я тебя ловлю Я тебя ловлю Ага, спасибо А, вот так-то И никак, блин, не страшно Есть запасные ретузы, потому что мои мокрые Боже мне, осторожно Вдруг это чье-то сердце Это твое сердечко Так, открывай Три, два А тут ты думаешь светится, вот так будет Три, два, один Который у нас сперли Мы его нашли Ребята, вот так-то Мы героические Нашли это Ваше звание почетного гражданина Гражданина ждет вас на смотровой площадке парка Его вам передаст смотритель Поторопитесь Здравствуйте Здравствуйте И так вас не могу Такой красивый мужчина Можно я получу подарок Я не уйду, а вы оставайтесь Нет, я так понимаю Что вы смотритель Вот этого парка Правильно Ну ладно, расскажите, ждет ли нас какой-нибудь Ну если вы что-то постарались И нашли Да, мы нашли Да, у меня как раз сейчас У меня вот камни в почках Розовая какашка Ну ладно Мы поняли, о чем вы говорите Вы говорите про амулет Неужели вы его заберете, это ваш Давайте я его приму Мы сегодня постарались Я могу даже поместить Слушай, а он случайно не похож на того вора Я его забрал А я вам вручу Звание почетного гражданина Ого Ура Ваши телефончики Спасибо Дима Спасибо огромное Прямо сейчас на ваших глазах Мы стали почетными гражданами Карелии Меня зовут Женя Искандарова Это Димочка Димасик Ну хорошо, Димасик И наш дорогой смотритель С вами мы увидимся через Надеюсь, несколько минут Потому что вы посмотрите следующую серию Я вас люблю и целую, пока Пока Я почетный гражданин С чем только не столкнулись Наши герои в Карелии Но одном можно сказать точно Почетно быть гражданином республики С такой живописной природой Вкуснейшей национальной кухней И самыми красивыми поездами Посмотрим, что ждет Наших участников в весеннем сезоне шоу Почетный гражданин",2,59
